model,landscape,climate,year,species,disturbances,diversity,scenario,AGB_t_ha_med
ILAND,dischma,historic,100,lade,no,high_future,alpha,22.373234144894962
ILAND,dischma,historic,100,lade,no,high_future,beta,61.60029050693147
ILAND,dischma,historic,100,lade,no,low,alpha,7.987967545536696
ILAND,dischma,historic,100,lade,no,low,beta,29.256179704317784
ILAND,dischma,historic,100,piab,future,high,alpha,145.64353058866965
ILAND,dischma,historic,100,piab,future,high,beta,73.6398962813426
ILAND,dischma,historic,100,piab,future,high_future,alpha,125.9961451755599
ILAND,dischma,historic,100,piab,future,high_future,beta,57.11276688994745
ILAND,dischma,historic,100,piab,future,low,alpha,179.01109029240115
ILAND,dischma,historic,100,piab,future,low,beta,149.30459088928012
ILAND,dischma,historic,100,piab,future,no,prod,198.3769222265313
ILAND,dischma,historic,100,piab,historic,high,alpha,157.20205303365742
ILAND,dischma,historic,100,piab,historic,high,beta,77.73212092843522
ILAND,dischma,historic,100,piab,historic,high_future,alpha,136.10979331796955
ILAND,dischma,historic,100,piab,historic,high_future,beta,61.816652572204035
ILAND,dischma,historic,100,piab,historic,low,alpha,188.14108733565104
ILAND,dischma,historic,100,piab,historic,low,beta,157.82751629246087
ILAND,dischma,historic,100,piab,historic,no,prod,207.3533837481666
ILAND,dischma,historic,100,piab,no,high,alpha,172.4167266526739
ILAND,dischma,historic,100,piab,no,high,beta,82.87952285674582
ILAND,dischma,historic,100,piab,no,high_future,alpha,150.5260847181151
ILAND,dischma,historic,100,piab,no,high_future,beta,66.03322713537662
ILAND,dischma,historic,100,piab,no,low,alpha,202.05697830043346
ILAND,dischma,historic,100,piab,no,low,beta,168.5397454000676
ILAND,dischma,historic,100,piab,no,no,prod,221.1622313328772
ILAND,dischma,historic,100,pice,future,high,alpha,3.4637723590385407
ILAND,dischma,historic,100,pice,future,high,beta,21.429487824074087
ILAND,dischma,historic,100,pice,future,high_future,alpha,3.6936621780940055
ILAND,dischma,historic,100,pice,future,high_future,beta,14.234028958313926
ILAND,dischma,historic,100,pice,future,low,alpha,1.1481371657172559
ILAND,dischma,historic,100,pice,future,low,beta,2.599676085489607
ILAND,dischma,historic,100,pice,historic,high,alpha,3.2121069587990076
ILAND,dischma,historic,100,pice,historic,high,beta,21.77572875435358
ILAND,dischma,historic,100,pice,historic,high_future,alpha,3.462222774940009
ILAND,dischma,historic,100,pice,historic,high_future,beta,14.634858305039524
ILAND,dischma,historic,100,pice,historic,low,alpha,1.1464590017932466
ILAND,dischma,historic,100,pice,historic,low,beta,2.631432459612176
ILAND,dischma,historic,100,pice,no,high,alpha,2.8148212194453
ILAND,dischma,historic,100,pice,no,high,beta,22.24599348777172
ILAND,dischma,historic,100,pice,no,high_future,alpha,3.046776540121619
ILAND,dischma,historic,100,pice,no,high_future,beta,14.986650077133088
ILAND,dischma,historic,100,pice,no,low,alpha,1.1584416134413231
ILAND,dischma,historic,100,pice,no,low,beta,2.653972486247826
ILAND,dischma,historic,100,pisy,future,high_future,alpha,0.06113035248483925
ILAND,dischma,historic,100,pisy,future,high_future,beta,0.9137554465325011
ILAND,dischma,historic,100,pisy,historic,high_future,alpha,0.057784350358135395
ILAND,dischma,historic,100,pisy,historic,high_future,beta,0.8987542882851716
ILAND,dischma,historic,100,pisy,no,high_future,alpha,0.053063715297689426
ILAND,dischma,historic,100,pisy,no,high_future,beta,0.8778548262833556
ILAND,dischma,historic,100,potr,future,high,alpha,0.2816721061765865
ILAND,dischma,historic,100,potr,future,high,beta,1.1352184593564612
ILAND,dischma,historic,100,potr,future,high_future,alpha,0.39631758223446784
ILAND,dischma,historic,100,potr,future,high_future,beta,1.0038599984211078
ILAND,dischma,historic,100,potr,historic,high,alpha,0.24997414429026898
ILAND,dischma,historic,100,potr,historic,high,beta,1.0906882201320374
ILAND,dischma,historic,100,potr,historic,high_future,alpha,0.35576690656254484
ILAND,dischma,historic,100,potr,historic,high_future,beta,0.9662765140651906
ILAND,dischma,historic,100,potr,no,high,alpha,0.2070971381502107
ILAND,dischma,historic,100,potr,no,high,beta,1.0506146447335736
ILAND,dischma,historic,100,potr,no,high_future,alpha,0.2932587400709409
ILAND,dischma,historic,100,potr,no,high_future,beta,0.9151265117677407
ILAND,dischma,historic,100,qupe,future,high_future,alpha,0.0789479898699304
ILAND,dischma,historic,100,qupe,future,high_future,beta,0.4625659909656802
ILAND,dischma,historic,100,qupe,historic,high_future,alpha,0.07936677618398061
ILAND,dischma,historic,100,qupe,historic,high_future,beta,0.45700001001981466
ILAND,dischma,historic,100,qupe,no,high_future,alpha,0.0788573128409885
ILAND,dischma,historic,100,qupe,no,high_future,beta,0.4479650778999582
ILAND,dischma,historic,110,abal,future,high_future,alpha,7.335087815073061
ILAND,dischma,historic,110,abal,future,high_future,beta,7.293162657184775
ILAND,dischma,historic,110,abal,historic,high_future,alpha,7.464082780490006
ILAND,dischma,historic,110,abal,historic,high_future,beta,7.416646798805871
ILAND,dischma,historic,110,abal,no,high_future,alpha,7.633349118789818
ILAND,dischma,historic,110,abal,no,high_future,beta,7.495561931473398
ILAND,dischma,historic,110,alvi,future,high,alpha,9.91888317175589e-4
ILAND,dischma,historic,110,alvi,future,high,beta,7.516278799336691e-5
ILAND,dischma,historic,110,alvi,future,high_future,alpha,2.2979474897907072e-5
ILAND,dischma,historic,110,alvi,future,high_future,beta,7.415913662521062e-5
ILAND,dischma,historic,110,alvi,future,low,alpha,4.765454534429124e-6
ILAND,dischma,historic,110,alvi,future,low,beta,7.376495724541911e-6
ILAND,dischma,historic,110,alvi,historic,high,alpha,9.770831044456584e-4
ILAND,dischma,historic,110,alvi,historic,high,beta,7.502334802043206e-5
ILAND,dischma,historic,110,alvi,historic,high_future,alpha,2.0316091346940913e-5
ILAND,dischma,historic,110,alvi,historic,high_future,beta,9.409068706258729e-5
ILAND,dischma,historic,110,alvi,historic,low,alpha,5.724270796788733e-6
ILAND,dischma,historic,110,alvi,historic,low,beta,7.042084409898694e-6
ILAND,dischma,historic,110,alvi,no,high,alpha,9.493219942734339e-4
ILAND,dischma,historic,110,alvi,no,high,beta,7.765325741642604e-5
ILAND,dischma,historic,110,alvi,no,high_future,alpha,1.8089482526447247e-5
ILAND,dischma,historic,110,alvi,no,high_future,beta,7.664527976935888e-5
ILAND,dischma,historic,110,alvi,no,low,alpha,4.108877676990153e-6
ILAND,dischma,historic,110,alvi,no,low,beta,1.1446048413783731e-5
ILAND,dischma,historic,110,bepe,future,high,alpha,1.2859072291490663
ILAND,dischma,historic,110,bepe,future,high,beta,4.232044417106229
ILAND,dischma,historic,110,bepe,future,high_future,alpha,1.1811888067310723
ILAND,dischma,historic,110,bepe,future,high_future,beta,2.336677774252517
ILAND,dischma,historic,110,bepe,historic,high,alpha,1.210656250366136
ILAND,dischma,historic,110,bepe,historic,high,beta,4.146759916551383
ILAND,dischma,historic,110,bepe,historic,high_future,alpha,1.1029365194313236
ILAND,dischma,historic,110,bepe,historic,high_future,beta,2.3024652602409064
ILAND,dischma,historic,110,bepe,no,high,alpha,1.1280381845428264
ILAND,dischma,historic,110,bepe,no,high,beta,4.093814593463821
ILAND,dischma,historic,110,bepe,no,high_future,alpha,0.9973211088570507
ILAND,dischma,historic,110,bepe,no,high_future,beta,2.2150621935266352
ILAND,dischma,historic,110,cabe,future,high_future,alpha,0.23677640009489423
ILAND,dischma,historic,110,cabe,future,high_future,beta,0.4932105313786674
ILAND,dischma,historic,110,cabe,historic,high_future,alpha,0.23201016210734376
ILAND,dischma,historic,110,cabe,historic,high_future,beta,0.48916593930611985
ILAND,dischma,historic,110,cabe,no,high_future,alpha,0.2255739260745958
ILAND,dischma,historic,110,cabe,no,high_future,beta,0.4888506541519243
ILAND,dischma,historic,110,fasy,future,high_future,alpha,2.159906134357903
ILAND,dischma,historic,110,fasy,future,high_future,beta,2.9381535377933172
ILAND,dischma,historic,110,fasy,historic,high_future,alpha,1.9118196103067298
ILAND,dischma,historic,110,fasy,historic,high_future,beta,2.884342365023673
ILAND,dischma,historic,110,fasy,no,high_future,alpha,1.7620534428527768
ILAND,dischma,historic,110,fasy,no,high_future,beta,2.880750833327344
ILAND,dischma,historic,110,lade,future,high,alpha,21.540611332328897
ILAND,dischma,historic,110,lade,future,high,beta,64.57111262635561
ILAND,dischma,historic,110,lade,future,high_future,alpha,26.03703019041509
ILAND,dischma,historic,110,lade,future,high_future,beta,57.404981008756494
ILAND,dischma,historic,110,lade,future,low,alpha,8.458614504352738
ILAND,dischma,historic,110,lade,future,low,beta,27.199366185164777
ILAND,dischma,historic,110,lade,historic,high,alpha,20.132450427552442
ILAND,dischma,historic,110,lade,historic,high,beta,66.00275431702615
ILAND,dischma,historic,110,lade,historic,high_future,alpha,24.560691769264857
ILAND,dischma,historic,110,lade,historic,high_future,beta,58.1788855906146
ILAND,dischma,historic,110,lade,historic,low,alpha,8.442783718103064
ILAND,dischma,historic,110,lade,historic,low,beta,27.515746149661034
ILAND,dischma,historic,110,lade,no,high,alpha,17.91126816968195
ILAND,dischma,historic,110,lade,no,high,beta,67.50518760847692
ILAND,dischma,historic,110,lade,no,high_future,alpha,22.280558906206025
ILAND,dischma,historic,110,lade,no,high_future,beta,60.15341834196832
ILAND,dischma,historic,110,lade,no,low,alpha,8.13081416518105
ILAND,dischma,historic,110,lade,no,low,beta,28.171625720150498
ILAND,dischma,historic,110,piab,future,high,alpha,148.47866037953668
ILAND,dischma,historic,110,piab,future,high,beta,74.90327385727105
ILAND,dischma,historic,110,piab,future,high_future,alpha,124.49325789444073
ILAND,dischma,historic,110,piab,future,high_future,beta,56.931617100861246
ILAND,dischma,historic,110,piab,future,low,alpha,170.34099181595099
ILAND,dischma,historic,110,piab,future,low,beta,144.81250654321457
ILAND,dischma,historic,110,piab,future,no,prod,197.60627186355322
ILAND,dischma,historic,110,piab,historic,high,alpha,159.22029244430877
ILAND,dischma,historic,110,piab,historic,high,beta,78.64051277758898
ILAND,dischma,historic,110,piab,historic,high_future,alpha,134.60652940837386
ILAND,dischma,historic,110,piab,historic,high_future,beta,61.17957149547416
ILAND,dischma,historic,110,piab,historic,low,alpha,179.69378478097119
ILAND,dischma,historic,110,piab,historic,low,beta,152.7273796100394
ILAND,dischma,historic,110,piab,historic,no,prod,206.91431439547
ILAND,dischma,historic,110,piab,no,high,alpha,173.69121246247687
ILAND,dischma,historic,110,piab,no,high,beta,84.05707892437209
ILAND,dischma,historic,110,piab,no,high_future,alpha,148.5302177277403
ILAND,dischma,historic,110,piab,no,high_future,beta,65.83274390938229
ILAND,dischma,historic,110,piab,no,low,alpha,191.91790093348186
ILAND,dischma,historic,110,piab,no,low,beta,162.63125263056506
ILAND,dischma,historic,110,piab,no,no,prod,219.63834039601375
ILAND,dischma,historic,110,pice,future,high,alpha,3.2974274883599444
ILAND,dischma,historic,110,pice,future,high,beta,21.32644468008594
ILAND,dischma,historic,110,pice,future,high_future,alpha,3.5386602743065243
ILAND,dischma,historic,110,pice,future,high_future,beta,13.488380134586983
ILAND,dischma,historic,110,pice,future,low,alpha,1.075884513968604
ILAND,dischma,historic,110,pice,future,low,beta,2.8197105825212607
ILAND,dischma,historic,110,pice,historic,high,alpha,3.04312014607709
ILAND,dischma,historic,110,pice,historic,high,beta,21.72197766652055
ILAND,dischma,historic,110,pice,historic,high_future,alpha,3.308172912236509
ILAND,dischma,historic,110,pice,historic,high_future,beta,13.757925594430962
ILAND,dischma,historic,110,pice,historic,low,alpha,1.0896715533992967
ILAND,dischma,historic,110,pice,historic,low,beta,2.848082069378447
ILAND,dischma,historic,110,pice,no,high,alpha,2.693799060217681
ILAND,dischma,historic,110,pice,no,high,beta,22.15220528580279
ILAND,dischma,historic,110,pice,no,high_future,alpha,2.882217377602384
ILAND,dischma,historic,110,pice,no,high_future,beta,14.082764662808565
ILAND,dischma,historic,110,pice,no,low,alpha,1.0988661902950891
ILAND,dischma,historic,110,pice,no,low,beta,2.8788762558975933
ILAND,dischma,historic,110,pisy,future,high_future,alpha,0.05501861498391665
ILAND,dischma,historic,110,pisy,future,high_future,beta,0.9462207757984353
ILAND,dischma,historic,110,pisy,historic,high_future,alpha,0.05132104205374252
ILAND,dischma,historic,110,pisy,historic,high_future,beta,0.9311399055573633
ILAND,dischma,historic,110,pisy,no,high_future,alpha,0.04667235944791821
ILAND,dischma,historic,110,pisy,no,high_future,beta,0.9125935364557574
ILAND,dischma,historic,110,potr,future,high,alpha,0.2774604010612604
ILAND,dischma,historic,110,potr,future,high,beta,0.9261442503893661
ILAND,dischma,historic,110,potr,future,high_future,alpha,0.3944755785838294
ILAND,dischma,historic,110,potr,future,high_future,beta,1.0509905562519195
ILAND,dischma,historic,110,potr,historic,high,alpha,0.24433594110554419
ILAND,dischma,historic,110,potr,historic,high,beta,0.8798212138324257
ILAND,dischma,historic,110,potr,historic,high_future,alpha,0.3453951269427591
ILAND,dischma,historic,110,potr,historic,high_future,beta,1.007372445792198
ILAND,dischma,historic,110,potr,no,high,alpha,0.20586644026547476
ILAND,dischma,historic,110,potr,no,high,beta,0.8360267392224667
ILAND,dischma,historic,110,potr,no,high_future,alpha,0.2843161924538058
ILAND,dischma,historic,110,potr,no,high_future,beta,0.9556170238995458
ILAND,dischma,historic,110,qupe,future,high_future,alpha,0.06839286508689595
ILAND,dischma,historic,110,qupe,future,high_future,beta,0.42046246017453903
ILAND,dischma,historic,110,qupe,historic,high_future,alpha,0.06808793947855132
ILAND,dischma,historic,110,qupe,historic,high_future,beta,0.4129924481483953
ILAND,dischma,historic,110,qupe,no,high_future,alpha,0.06717878489132531
ILAND,dischma,historic,110,qupe,no,high_future,beta,0.3962539021308279
ILAND,dischma,historic,120,abal,future,high_future,alpha,8.90776488727788
ILAND,dischma,historic,120,abal,future,high_future,beta,8.461306672961634
ILAND,dischma,historic,120,abal,historic,high_future,alpha,9.138116406054419
ILAND,dischma,historic,120,abal,historic,high_future,beta,8.63932056977465
ILAND,dischma,historic,120,abal,no,high_future,alpha,9.347835888838603
ILAND,dischma,historic,120,abal,no,high_future,beta,8.75702133423513
ILAND,dischma,historic,120,alvi,future,high,alpha,4.7647978793648054e-5
ILAND,dischma,historic,120,alvi,future,high,beta,3.6184103959689033e-6
ILAND,dischma,historic,120,alvi,future,high_future,alpha,1.2644150934685607e-4
ILAND,dischma,historic,120,alvi,future,high_future,beta,3.2147512663224406e-6
ILAND,dischma,historic,120,alvi,future,low,alpha,7.03968001148166e-6
ILAND,dischma,historic,120,alvi,future,low,beta,9.335165681924876e-6
ILAND,dischma,historic,120,alvi,historic,high,alpha,5.352802769778415e-5
ILAND,dischma,historic,120,alvi,historic,high,beta,3.2280628707659463e-6
ILAND,dischma,historic,120,alvi,historic,high_future,alpha,1.3429200725139544e-4
ILAND,dischma,historic,120,alvi,historic,high_future,beta,3.170511266569792e-6
ILAND,dischma,historic,120,alvi,historic,low,alpha,5.597349199772139e-6
ILAND,dischma,historic,120,alvi,historic,low,beta,1.0027741224284032e-5
ILAND,dischma,historic,120,alvi,no,high,alpha,6.017312079361304e-5
ILAND,dischma,historic,120,alvi,no,high,beta,2.9948253430757076e-6
ILAND,dischma,historic,120,alvi,no,high_future,alpha,1.3565380805104422e-4
ILAND,dischma,historic,120,alvi,no,high_future,beta,4.154396171753223e-6
ILAND,dischma,historic,120,alvi,no,low,alpha,7.3459328657756776e-6
ILAND,dischma,historic,120,alvi,no,low,beta,9.531339331815587e-6
ILAND,dischma,historic,120,bepe,future,high,alpha,1.1685477407394886
ILAND,dischma,historic,120,bepe,future,high,beta,4.196435549309572
ILAND,dischma,historic,120,bepe,future,high_future,alpha,1.2340372639490436
ILAND,dischma,historic,120,bepe,future,high_future,beta,2.3162100035056494
ILAND,dischma,historic,120,bepe,historic,high,alpha,1.1044248299292558
ILAND,dischma,historic,120,bepe,historic,high,beta,4.134710023405533
ILAND,dischma,historic,120,bepe,historic,high_future,alpha,1.1450165910300227
ILAND,dischma,historic,120,bepe,historic,high_future,beta,2.257063087293279
ILAND,dischma,historic,120,bepe,no,high,alpha,1.0172804797762645
ILAND,dischma,historic,120,bepe,no,high,beta,4.068988620162882
ILAND,dischma,historic,120,bepe,no,high_future,alpha,1.0343736352883965
ILAND,dischma,historic,120,bepe,no,high_future,beta,2.189698659555464
ILAND,dischma,historic,120,cabe,future,high_future,alpha,0.24840549604812906
ILAND,dischma,historic,120,cabe,future,high_future,beta,0.5427796517555983
ILAND,dischma,historic,120,cabe,historic,high_future,alpha,0.243528026140181
ILAND,dischma,historic,120,cabe,historic,high_future,beta,0.5395674704825697
ILAND,dischma,historic,120,cabe,no,high_future,alpha,0.2355797882037321
ILAND,dischma,historic,120,cabe,no,high_future,beta,0.5391507909080964
ILAND,dischma,historic,120,fasy,future,high_future,alpha,2.813624645806058
ILAND,dischma,historic,120,fasy,future,high_future,beta,3.7837501212474907
ILAND,dischma,historic,120,fasy,historic,high_future,alpha,2.499534754772859
ILAND,dischma,historic,120,fasy,historic,high_future,beta,3.708976437379173
ILAND,dischma,historic,120,fasy,no,high_future,alpha,2.290445886294017
ILAND,dischma,historic,120,fasy,no,high_future,beta,3.705737329365855
ILAND,dischma,historic,120,lade,future,high,alpha,20.856440523567045
ILAND,dischma,historic,120,lade,future,high,beta,64.60170787973345
ILAND,dischma,historic,120,lade,future,high_future,alpha,26.126052951106395
ILAND,dischma,historic,120,lade,future,high_future,beta,55.861005149797066
ILAND,dischma,historic,120,lade,future,low,alpha,8.867297486929427
ILAND,dischma,historic,120,lade,future,low,beta,27.231164049941192
ILAND,dischma,historic,120,lade,historic,high,alpha,19.605014420306755
ILAND,dischma,historic,120,lade,historic,high,beta,65.71842565328484
ILAND,dischma,historic,120,lade,historic,high_future,alpha,24.813892298847087
ILAND,dischma,historic,120,lade,historic,high_future,beta,56.3379476659011
ILAND,dischma,historic,120,lade,historic,low,alpha,8.755933812964507
ILAND,dischma,historic,120,lade,historic,low,beta,27.390258159117995
ILAND,dischma,historic,120,lade,no,high,alpha,17.523567892805495
ILAND,dischma,historic,120,lade,no,high,beta,66.96970825738401
ILAND,dischma,historic,120,lade,no,high_future,alpha,22.61951858070715
ILAND,dischma,historic,120,lade,no,high_future,beta,57.97537492072878
ILAND,dischma,historic,120,lade,no,low,alpha,8.494719828323252
ILAND,dischma,historic,120,lade,no,low,beta,28.019164946130463
ILAND,dischma,historic,120,piab,future,high,alpha,147.4088809363618
ILAND,dischma,historic,120,piab,future,high,beta,74.11671507529073
ILAND,dischma,historic,120,piab,future,high_future,alpha,119.59527750361089
ILAND,dischma,historic,120,piab,future,high_future,beta,54.502005961447665
ILAND,dischma,historic,120,piab,future,low,alpha,168.33030626123812
ILAND,dischma,historic,120,piab,future,low,beta,144.0390397458563
ILAND,dischma,historic,120,piab,future,no,prod,196.36512018089599
ILAND,dischma,historic,120,piab,historic,high,alpha,156.7988233316234
ILAND,dischma,historic,120,piab,historic,high,beta,77.41654550845311
ILAND,dischma,historic,120,piab,historic,high_future,alpha,128.5528240745526
ILAND,dischma,historic,120,piab,historic,high_future,beta,57.67454245210251
ILAND,dischma,historic,120,piab,historic,low,alpha,175.7994762659725
ILAND,dischma,historic,120,piab,historic,low,beta,150.9191470978424
ILAND,dischma,historic,120,piab,historic,no,prod,204.3260930387403
ILAND,dischma,historic,120,piab,no,high,alpha,171.6393526590824
ILAND,dischma,historic,120,piab,no,high,beta,83.05847087212084
ILAND,dischma,historic,120,piab,no,high_future,alpha,142.63361983744852
ILAND,dischma,historic,120,piab,no,high_future,beta,62.74246434767709
ILAND,dischma,historic,120,piab,no,low,alpha,188.20074789754685
ILAND,dischma,historic,120,piab,no,low,beta,159.79543089780816
ILAND,dischma,historic,120,piab,no,no,prod,217.68168699692558
ILAND,dischma,historic,120,pice,future,high,alpha,3.0478293577836886
ILAND,dischma,historic,120,pice,future,high,beta,21.017789373257663
ILAND,dischma,historic,120,pice,future,high_future,alpha,3.2616550163257854
ILAND,dischma,historic,120,pice,future,high_future,beta,12.148204319790967
ILAND,dischma,historic,120,pice,future,low,alpha,1.2645330375028716
ILAND,dischma,historic,120,pice,future,low,beta,2.5035988148958346
ILAND,dischma,historic,120,pice,historic,high,alpha,2.930074412567547
ILAND,dischma,historic,120,pice,historic,high,beta,21.30381665771546
ILAND,dischma,historic,120,pice,historic,high_future,alpha,3.1552763585559256
ILAND,dischma,historic,120,pice,historic,high_future,beta,12.386086993832144
ILAND,dischma,historic,120,pice,historic,low,alpha,1.2820130886489833
ILAND,dischma,historic,120,pice,historic,low,beta,2.5548610843648794
ILAND,dischma,historic,120,pice,no,high,alpha,2.6052032950055173
ILAND,dischma,historic,120,pice,no,high,beta,21.822724795540438
ILAND,dischma,historic,120,pice,no,high_future,alpha,2.7790760984364917
ILAND,dischma,historic,120,pice,no,high_future,beta,12.675029339576456
ILAND,dischma,historic,120,pice,no,low,alpha,1.2942544041852733
ILAND,dischma,historic,120,pice,no,low,beta,2.5649166124650113
ILAND,dischma,historic,120,pisy,future,high_future,alpha,0.05652960414388989
ILAND,dischma,historic,120,pisy,future,high_future,beta,0.9970474535302094
ILAND,dischma,historic,120,pisy,historic,high_future,alpha,0.05122603910698486
ILAND,dischma,historic,120,pisy,historic,high_future,beta,0.9780651257183011
ILAND,dischma,historic,120,pisy,no,high_future,alpha,0.046199157814685976
ILAND,dischma,historic,120,pisy,no,high_future,beta,0.9619963411978312
ILAND,dischma,historic,120,potr,future,high,alpha,0.26382295720963733
ILAND,dischma,historic,120,potr,future,high,beta,0.8518797358045616
ILAND,dischma,historic,120,potr,future,high_future,alpha,0.42277942976699834
ILAND,dischma,historic,120,potr,future,high_future,beta,1.1568049277501586
ILAND,dischma,historic,120,potr,historic,high,alpha,0.23389361343473875
ILAND,dischma,historic,120,potr,historic,high,beta,0.8137048416962507
ILAND,dischma,historic,120,potr,historic,high_future,alpha,0.36768671777103407
ILAND,dischma,historic,120,potr,historic,high_future,beta,1.1116265985790927
ILAND,dischma,historic,120,potr,no,high,alpha,0.1920259592496464
ILAND,dischma,historic,120,potr,no,high,beta,0.7755712695942943
ILAND,dischma,historic,120,potr,no,high_future,alpha,0.2982113594860848
ILAND,dischma,historic,120,potr,no,high_future,beta,1.0448255606257355
ILAND,dischma,historic,120,qupe,future,high_future,alpha,0.07793786910711488
ILAND,dischma,historic,120,qupe,future,high_future,beta,0.4478261347551843
ILAND,dischma,historic,120,qupe,historic,high_future,alpha,0.07799129102089136
ILAND,dischma,historic,120,qupe,historic,high_future,beta,0.4316157847033533
ILAND,dischma,historic,120,qupe,no,high_future,alpha,0.07728969043738865
ILAND,dischma,historic,120,qupe,no,high_future,beta,0.42056019237314635
ILAND,dischma,historic,130,abal,future,high_future,alpha,10.748481784637963
ILAND,dischma,historic,130,abal,future,high_future,beta,9.782611453389375
ILAND,dischma,historic,130,abal,historic,high_future,alpha,11.032402594368465
ILAND,dischma,historic,130,abal,historic,high_future,beta,10.145153950160672
ILAND,dischma,historic,130,abal,no,high_future,alpha,11.420539253591006
ILAND,dischma,historic,130,abal,no,high_future,beta,10.348109289863418
ILAND,dischma,historic,130,alvi,future,high_future,alpha,3.485816053618331e-6
ILAND,dischma,historic,130,alvi,future,high_future,beta,5.63990725113537e-6
ILAND,dischma,historic,130,alvi,future,low,alpha,7.982340040954711e-6
ILAND,dischma,historic,130,alvi,future,low,beta,1.744193745835534e-4
ILAND,dischma,historic,130,alvi,historic,high,alpha,8.66327029557037e-6
ILAND,dischma,historic,130,alvi,historic,high_future,alpha,5.020752952778197e-6
ILAND,dischma,historic,130,alvi,historic,high_future,beta,8.082457508322735e-6
ILAND,dischma,historic,130,alvi,historic,low,alpha,1.1859126869318675e-5
ILAND,dischma,historic,130,alvi,historic,low,beta,1.8305571113520362e-4
ILAND,dischma,historic,130,alvi,no,high,alpha,2.65788752081141e-6
ILAND,dischma,historic,130,alvi,no,high_future,alpha,3.461346684078225e-6
ILAND,dischma,historic,130,alvi,no,high_future,beta,6.1600563981099094e-6
ILAND,dischma,historic,130,alvi,no,low,alpha,4.234631974673865e-6
ILAND,dischma,historic,130,alvi,no,low,beta,1.7841397525938398e-4
ILAND,dischma,historic,130,bepe,future,high,alpha,1.1872497498024324
ILAND,dischma,historic,130,bepe,future,high,beta,4.358844240592383
ILAND,dischma,historic,130,bepe,future,high_future,alpha,1.317457891661682
ILAND,dischma,historic,130,bepe,future,high_future,beta,2.417026979916714
ILAND,dischma,historic,130,bepe,historic,high,alpha,1.1180874168738433
ILAND,dischma,historic,130,bepe,historic,high,beta,4.316860967456673
ILAND,dischma,historic,130,bepe,historic,high_future,alpha,1.231210040087185
ILAND,dischma,historic,130,bepe,historic,high_future,beta,2.3556520205030536
ILAND,dischma,historic,130,bepe,no,high,alpha,1.0347896754394124
ILAND,dischma,historic,130,bepe,no,high,beta,4.242790793224604
ILAND,dischma,historic,130,bepe,no,high_future,alpha,1.122750331993117
ILAND,dischma,historic,130,bepe,no,high_future,beta,2.2812499409202096
ILAND,dischma,historic,130,cabe,future,high_future,alpha,0.2797294826367759
ILAND,dischma,historic,130,cabe,future,high_future,beta,0.6286756507254339
ILAND,dischma,historic,130,cabe,historic,high_future,alpha,0.2730324304677346
ILAND,dischma,historic,130,cabe,historic,high_future,beta,0.626919223793408
ILAND,dischma,historic,130,cabe,no,high_future,alpha,0.264462141594005
ILAND,dischma,historic,130,cabe,no,high_future,beta,0.6242755941434451
ILAND,dischma,historic,130,fasy,future,high_future,alpha,3.595362392971472
ILAND,dischma,historic,130,fasy,future,high_future,beta,4.712860855614692
ILAND,dischma,historic,130,fasy,historic,high_future,alpha,3.2349440198435984
ILAND,dischma,historic,130,fasy,historic,high_future,beta,4.65651891083657
ILAND,dischma,historic,130,fasy,no,high_future,alpha,2.9138060068231546
ILAND,dischma,historic,130,fasy,no,high_future,beta,4.622750243129646
ILAND,dischma,historic,130,lade,future,high,alpha,20.522000706278682
ILAND,dischma,historic,130,lade,future,high,beta,66.50151210258424
ILAND,dischma,historic,130,lade,future,high_future,alpha,26.578955856706145
ILAND,dischma,historic,130,lade,future,high_future,beta,56.41225538371711
ILAND,dischma,historic,130,lade,future,low,alpha,7.3918777184009645
ILAND,dischma,historic,130,lade,future,low,beta,29.21682884205235
ILAND,dischma,historic,130,lade,historic,high,alpha,19.29272475090234
ILAND,dischma,historic,130,lade,historic,high,beta,67.56971642424581
ILAND,dischma,historic,130,lade,historic,high_future,alpha,25.159144122728424
ILAND,dischma,historic,130,lade,historic,high_future,beta,56.930786150365826
ILAND,dischma,historic,130,lade,historic,low,alpha,7.275628957753414
ILAND,dischma,historic,130,lade,historic,low,beta,29.352860382927403
ILAND,dischma,historic,130,lade,no,high,alpha,17.094054426735454
ILAND,dischma,historic,130,lade,no,high,beta,69.10944337507848
ILAND,dischma,historic,130,lade,no,high_future,alpha,22.757883049626287
ILAND,dischma,historic,130,lade,no,high_future,beta,58.692952644233046
ILAND,dischma,historic,130,lade,no,low,alpha,7.133957826740511
ILAND,dischma,historic,130,lade,no,low,beta,30.11909800752536
ILAND,dischma,historic,130,piab,future,high,alpha,150.99015705488188
ILAND,dischma,historic,130,piab,future,high,beta,72.64758434860745
ILAND,dischma,historic,130,piab,future,high_future,alpha,119.71059432984836
ILAND,dischma,historic,130,piab,future,high_future,beta,50.91685311746203
ILAND,dischma,historic,130,piab,future,low,alpha,173.57186488225398
ILAND,dischma,historic,130,piab,future,low,beta,143.7678364955282
ILAND,dischma,historic,130,piab,future,no,prod,195.08188116722457
ILAND,dischma,historic,130,piab,historic,high,alpha,160.3145900900516
ILAND,dischma,historic,130,piab,historic,high,beta,75.69889825784993
ILAND,dischma,historic,130,piab,historic,high_future,alpha,128.54159068974818
ILAND,dischma,historic,130,piab,historic,high_future,beta,53.43554228739352
