model,landscape,climate,year,species,disturbances,diversity,scenario,AGB_t_ha_med
ILAND,rosalia,RCP85,30,piab,historic,high_future,beta,44.597562258232855
ILAND,rosalia,RCP85,30,piab,no,high,alpha,51.48028264387186
ILAND,rosalia,RCP85,30,piab,no,high,beta,45.55187233167064
ILAND,rosalia,RCP85,30,piab,no,high_future,alpha,51.278933772706175
ILAND,rosalia,RCP85,30,piab,no,high_future,beta,46.30558767765942
ILAND,rosalia,RCP85,30,poni,future,high,alpha,2.490633325290032
ILAND,rosalia,RCP85,30,poni,future,high,beta,6.91966085003696
ILAND,rosalia,RCP85,30,poni,future,high_future,alpha,2.464573825810519
ILAND,rosalia,RCP85,30,poni,future,high_future,beta,7.243575780932357
ILAND,rosalia,RCP85,30,poni,historic,high,alpha,2.448316880659248
ILAND,rosalia,RCP85,30,poni,historic,high,beta,7.019353023140427
ILAND,rosalia,RCP85,30,poni,historic,high_future,alpha,2.421394899044576
ILAND,rosalia,RCP85,30,poni,historic,high_future,beta,7.331984211432216
ILAND,rosalia,RCP85,30,poni,no,high,alpha,2.4285218450803363
ILAND,rosalia,RCP85,30,poni,no,high,beta,7.094599869621961
ILAND,rosalia,RCP85,30,poni,no,high_future,alpha,2.401609388874676
ILAND,rosalia,RCP85,30,poni,no,high_future,beta,7.437353745697617
ILAND,rosalia,RCP85,30,potr,future,high,alpha,4.884091671067776
ILAND,rosalia,RCP85,30,potr,future,high,beta,12.504042972118118
ILAND,rosalia,RCP85,30,potr,future,high_future,alpha,5.160839432036132
ILAND,rosalia,RCP85,30,potr,future,high_future,beta,10.873826243265949
ILAND,rosalia,RCP85,30,potr,historic,high,alpha,4.851832850781079
ILAND,rosalia,RCP85,30,potr,historic,high,beta,12.681178680202713
ILAND,rosalia,RCP85,30,potr,historic,high_future,alpha,5.128884475172313
ILAND,rosalia,RCP85,30,potr,historic,high_future,beta,11.001838833892755
ILAND,rosalia,RCP85,30,potr,no,high,alpha,4.834794533717098
ILAND,rosalia,RCP85,30,potr,no,high,beta,12.703997770036057
ILAND,rosalia,RCP85,30,potr,no,high_future,alpha,5.102107617070791
ILAND,rosalia,RCP85,30,potr,no,high_future,beta,11.14660449728293
ILAND,rosalia,RCP85,30,qupe,future,high,alpha,41.716638664061946
ILAND,rosalia,RCP85,30,qupe,future,high,beta,41.50766725318248
ILAND,rosalia,RCP85,30,qupe,future,high_future,alpha,42.09855992364683
ILAND,rosalia,RCP85,30,qupe,future,high_future,beta,40.161279710010334
ILAND,rosalia,RCP85,30,qupe,historic,high,alpha,41.34030037193902
ILAND,rosalia,RCP85,30,qupe,historic,high,beta,41.93107242639957
ILAND,rosalia,RCP85,30,qupe,historic,high_future,alpha,41.56003500036597
ILAND,rosalia,RCP85,30,qupe,historic,high_future,beta,40.557154070111174
ILAND,rosalia,RCP85,30,qupe,no,high,alpha,40.975904219336954
ILAND,rosalia,RCP85,30,qupe,no,high,beta,42.16855772020625
ILAND,rosalia,RCP85,30,qupe,no,high_future,alpha,41.120580021774686
ILAND,rosalia,RCP85,30,qupe,no,high_future,beta,40.84392971160347
ILAND,rosalia,RCP85,30,tico,future,high_future,alpha,0.5182393781399741
ILAND,rosalia,RCP85,30,tico,future,high_future,beta,1.1287664404611077
ILAND,rosalia,RCP85,30,tico,historic,high_future,alpha,0.5067310442032502
ILAND,rosalia,RCP85,30,tico,historic,high_future,beta,1.1198919907186589
ILAND,rosalia,RCP85,30,tico,no,high_future,alpha,0.5105782037669101
ILAND,rosalia,RCP85,30,tico,no,high_future,beta,1.125115357751231
ILAND,rosalia,RCP85,40,abal,future,high,alpha,52.73445554405647
ILAND,rosalia,RCP85,40,abal,future,high,beta,46.320290644241496
ILAND,rosalia,RCP85,40,abal,future,high_future,alpha,51.873576446425744
ILAND,rosalia,RCP85,40,abal,future,high_future,beta,45.10907804874923
ILAND,rosalia,RCP85,40,abal,future,low,alpha,164.33879819111135
ILAND,rosalia,RCP85,40,abal,future,low,beta,181.73186496348467
ILAND,rosalia,RCP85,40,abal,historic,high,alpha,55.774745329111425
ILAND,rosalia,RCP85,40,abal,historic,high,beta,47.83544373623397
ILAND,rosalia,RCP85,40,abal,historic,high_future,alpha,54.92890127717156
ILAND,rosalia,RCP85,40,abal,historic,high_future,beta,46.60860807054134
ILAND,rosalia,RCP85,40,abal,historic,low,alpha,172.0958899988928
ILAND,rosalia,RCP85,40,abal,historic,low,beta,188.3744829085223
ILAND,rosalia,RCP85,40,abal,no,high,alpha,58.82099093287955
ILAND,rosalia,RCP85,40,abal,no,high,beta,49.0883060300109
ILAND,rosalia,RCP85,40,abal,no,high_future,alpha,58.14455415472937
ILAND,rosalia,RCP85,40,abal,no,high_future,beta,48.10154582072339
ILAND,rosalia,RCP85,40,abal,no,low,alpha,178.10585358176758
ILAND,rosalia,RCP85,40,abal,no,low,beta,194.12970764271347
ILAND,rosalia,RCP85,40,acps,future,high,alpha,24.618141555879852
ILAND,rosalia,RCP85,40,acps,future,high,beta,28.79190842041973
ILAND,rosalia,RCP85,40,acps,future,high_future,alpha,24.37826034930522
ILAND,rosalia,RCP85,40,acps,future,high_future,beta,28.75392392255328
ILAND,rosalia,RCP85,40,acps,historic,high,alpha,24.47093332047964
ILAND,rosalia,RCP85,40,acps,historic,high,beta,29.159741967635167
ILAND,rosalia,RCP85,40,acps,historic,high_future,alpha,24.231315404964022
ILAND,rosalia,RCP85,40,acps,historic,high_future,beta,29.013028386710193
ILAND,rosalia,RCP85,40,acps,no,high,alpha,24.501747769875536
ILAND,rosalia,RCP85,40,acps,no,high,beta,29.442812328002578
ILAND,rosalia,RCP85,40,acps,no,high_future,alpha,24.2737400917214
ILAND,rosalia,RCP85,40,acps,no,high_future,beta,29.45145451614559
ILAND,rosalia,RCP85,40,alin,future,high,alpha,0.35454777861753883
ILAND,rosalia,RCP85,40,alin,future,high,beta,2.5184749330643976
ILAND,rosalia,RCP85,40,alin,future,high_future,alpha,0.3360681069479789
ILAND,rosalia,RCP85,40,alin,future,high_future,beta,2.7320412987595217
ILAND,rosalia,RCP85,40,alin,historic,high,alpha,0.34964634332346767
ILAND,rosalia,RCP85,40,alin,historic,high,beta,2.511472999232347
ILAND,rosalia,RCP85,40,alin,historic,high_future,alpha,0.3290858313005765
ILAND,rosalia,RCP85,40,alin,historic,high_future,beta,2.723404134082591
ILAND,rosalia,RCP85,40,alin,no,high,alpha,0.3422714382612563
ILAND,rosalia,RCP85,40,alin,no,high,beta,2.5525447344281567
ILAND,rosalia,RCP85,40,alin,no,high_future,alpha,0.32268695119303176
ILAND,rosalia,RCP85,40,alin,no,high_future,beta,2.751280882141902
ILAND,rosalia,RCP85,40,cabe,future,high,alpha,49.06342994509774
ILAND,rosalia,RCP85,40,cabe,future,high,beta,36.85331523272632
ILAND,rosalia,RCP85,40,cabe,future,high_future,alpha,48.04096476215834
ILAND,rosalia,RCP85,40,cabe,future,high_future,beta,38.375850700619154
ILAND,rosalia,RCP85,40,cabe,historic,high,alpha,49.18097238202178
ILAND,rosalia,RCP85,40,cabe,historic,high,beta,36.572977446058374
ILAND,rosalia,RCP85,40,cabe,historic,high_future,alpha,48.47187017157229
ILAND,rosalia,RCP85,40,cabe,historic,high_future,beta,38.14140471875683
ILAND,rosalia,RCP85,40,cabe,no,high,alpha,49.147072059185945
ILAND,rosalia,RCP85,40,cabe,no,high,beta,37.299332280059616
ILAND,rosalia,RCP85,40,cabe,no,high_future,alpha,48.1076078608816
ILAND,rosalia,RCP85,40,cabe,no,high_future,beta,38.33271339150485
ILAND,rosalia,RCP85,40,fasy,future,high,alpha,60.35403197385524
ILAND,rosalia,RCP85,40,fasy,future,high,beta,42.314941587082714
ILAND,rosalia,RCP85,40,fasy,future,high_future,alpha,60.14114316456457
ILAND,rosalia,RCP85,40,fasy,future,high_future,beta,41.65672202890033
ILAND,rosalia,RCP85,40,fasy,future,low,alpha,161.8612210423122
ILAND,rosalia,RCP85,40,fasy,future,low,beta,161.351492068577
ILAND,rosalia,RCP85,40,fasy,future,no,prod,357.0434478206854
ILAND,rosalia,RCP85,40,fasy,historic,high,alpha,60.815427608210065
ILAND,rosalia,RCP85,40,fasy,historic,high,beta,42.81232223002645
ILAND,rosalia,RCP85,40,fasy,historic,high_future,alpha,60.62499696278344
ILAND,rosalia,RCP85,40,fasy,historic,high_future,beta,42.285083464367744
ILAND,rosalia,RCP85,40,fasy,historic,low,alpha,161.34751901561498
ILAND,rosalia,RCP85,40,fasy,historic,low,beta,163.11379497872684
ILAND,rosalia,RCP85,40,fasy,historic,no,prod,361.29294864131055
ILAND,rosalia,RCP85,40,fasy,no,high,alpha,61.43936097088249
ILAND,rosalia,RCP85,40,fasy,no,high,beta,43.25601524292169
ILAND,rosalia,RCP85,40,fasy,no,high_future,alpha,61.251398889782166
ILAND,rosalia,RCP85,40,fasy,no,high_future,beta,42.71069077833771
ILAND,rosalia,RCP85,40,fasy,no,low,alpha,161.14491422235193
ILAND,rosalia,RCP85,40,fasy,no,low,beta,165.0718193557417
ILAND,rosalia,RCP85,40,fasy,no,no,prod,365.610576736227
ILAND,rosalia,RCP85,40,piab,future,high,alpha,51.81474913112717
ILAND,rosalia,RCP85,40,piab,future,high,beta,45.69433420299717
ILAND,rosalia,RCP85,40,piab,future,high_future,alpha,51.201349428112394
ILAND,rosalia,RCP85,40,piab,future,high_future,beta,46.4588730050763
ILAND,rosalia,RCP85,40,piab,historic,high,alpha,54.90931857521696
ILAND,rosalia,RCP85,40,piab,historic,high,beta,47.45822924678942
ILAND,rosalia,RCP85,40,piab,historic,high_future,alpha,54.2478645167716
ILAND,rosalia,RCP85,40,piab,historic,high_future,beta,48.3608004997955
ILAND,rosalia,RCP85,40,piab,no,high,alpha,58.12011363773471
ILAND,rosalia,RCP85,40,piab,no,high,beta,49.937754240576744
ILAND,rosalia,RCP85,40,piab,no,high_future,alpha,57.54062790810714
ILAND,rosalia,RCP85,40,piab,no,high_future,beta,50.75230302705243
ILAND,rosalia,RCP85,40,poni,future,high,alpha,2.3613904126518013
ILAND,rosalia,RCP85,40,poni,future,high,beta,5.68149146448805
ILAND,rosalia,RCP85,40,poni,future,high_future,alpha,2.3723824734268786
ILAND,rosalia,RCP85,40,poni,future,high_future,beta,6.081795301792598
ILAND,rosalia,RCP85,40,poni,historic,high,alpha,2.2899795811559804
ILAND,rosalia,RCP85,40,poni,historic,high,beta,5.679038668321543
ILAND,rosalia,RCP85,40,poni,historic,high_future,alpha,2.3007618294192413
ILAND,rosalia,RCP85,40,poni,historic,high_future,beta,6.1131184125434235
ILAND,rosalia,RCP85,40,poni,no,high,alpha,2.258083597940077
ILAND,rosalia,RCP85,40,poni,no,high,beta,5.725953900111325
ILAND,rosalia,RCP85,40,poni,no,high_future,alpha,2.2686800247475736
ILAND,rosalia,RCP85,40,poni,no,high_future,beta,6.167158513431216
ILAND,rosalia,RCP85,40,potr,future,high,alpha,4.192185067385179
ILAND,rosalia,RCP85,40,potr,future,high,beta,11.476201256314896
ILAND,rosalia,RCP85,40,potr,future,high_future,alpha,4.611326405773345
ILAND,rosalia,RCP85,40,potr,future,high_future,beta,9.325026882804504
ILAND,rosalia,RCP85,40,potr,historic,high,alpha,4.153977935828915
ILAND,rosalia,RCP85,40,potr,historic,high,beta,11.554713852984683
ILAND,rosalia,RCP85,40,potr,historic,high_future,alpha,4.55699619661117
ILAND,rosalia,RCP85,40,potr,historic,high_future,beta,9.411227550379209
ILAND,rosalia,RCP85,40,potr,no,high,alpha,4.128930102281586
ILAND,rosalia,RCP85,40,potr,no,high,beta,11.545327726149889
ILAND,rosalia,RCP85,40,potr,no,high_future,alpha,4.542549709245346
ILAND,rosalia,RCP85,40,potr,no,high_future,beta,9.493728893416623
ILAND,rosalia,RCP85,40,qupe,future,high,alpha,38.445668320802525
ILAND,rosalia,RCP85,40,qupe,future,high,beta,43.96557404057693
ILAND,rosalia,RCP85,40,qupe,future,high_future,alpha,39.01457896911544
ILAND,rosalia,RCP85,40,qupe,future,high_future,beta,41.93319934322078
ILAND,rosalia,RCP85,40,qupe,historic,high,alpha,37.46245342573988
ILAND,rosalia,RCP85,40,qupe,historic,high,beta,44.30113616818564
ILAND,rosalia,RCP85,40,qupe,historic,high_future,alpha,37.87449107076986
ILAND,rosalia,RCP85,40,qupe,historic,high_future,beta,42.23375953473335
ILAND,rosalia,RCP85,40,qupe,no,high,alpha,36.783926275342175
ILAND,rosalia,RCP85,40,qupe,no,high,beta,44.5835674457054
ILAND,rosalia,RCP85,40,qupe,no,high_future,alpha,37.17997619801251
ILAND,rosalia,RCP85,40,qupe,no,high_future,beta,42.5544178033755
ILAND,rosalia,RCP85,40,tico,future,high_future,alpha,1.1492938295708643
ILAND,rosalia,RCP85,40,tico,future,high_future,beta,2.5105311439265536
ILAND,rosalia,RCP85,40,tico,historic,high_future,alpha,1.131568069972043
ILAND,rosalia,RCP85,40,tico,historic,high_future,beta,2.5074727889730575
ILAND,rosalia,RCP85,40,tico,no,high_future,alpha,1.1382400072526533
ILAND,rosalia,RCP85,40,tico,no,high_future,beta,2.4962412745975957
ILAND,rosalia,RCP85,50,abal,future,high,alpha,53.222695625096655
ILAND,rosalia,RCP85,50,abal,future,high,beta,46.549210756265595
ILAND,rosalia,RCP85,50,abal,future,high_future,alpha,51.88952737210119
ILAND,rosalia,RCP85,50,abal,future,high_future,beta,45.48963000000914
ILAND,rosalia,RCP85,50,abal,future,low,alpha,179.45505442407148
ILAND,rosalia,RCP85,50,abal,future,low,beta,175.04538172875064
ILAND,rosalia,RCP85,50,abal,historic,high,alpha,56.676963923297095
ILAND,rosalia,RCP85,50,abal,historic,high,beta,48.3860694036718
ILAND,rosalia,RCP85,50,abal,historic,high_future,alpha,55.36108993562
ILAND,rosalia,RCP85,50,abal,historic,high_future,beta,47.05523924143297
ILAND,rosalia,RCP85,50,abal,historic,low,alpha,187.38251274074958
ILAND,rosalia,RCP85,50,abal,historic,low,beta,180.61508065262308
ILAND,rosalia,RCP85,50,abal,no,high,alpha,60.54803320370801
ILAND,rosalia,RCP85,50,abal,no,high,beta,49.957990698497504
ILAND,rosalia,RCP85,50,abal,no,high_future,alpha,59.29351954972863
ILAND,rosalia,RCP85,50,abal,no,high_future,beta,48.868303629311015
ILAND,rosalia,RCP85,50,abal,no,low,alpha,195.74671569353563
ILAND,rosalia,RCP85,50,abal,no,low,beta,187.31605418545922
ILAND,rosalia,RCP85,50,acps,future,high,alpha,22.820443510217718
ILAND,rosalia,RCP85,50,acps,future,high,beta,27.007314020778082
ILAND,rosalia,RCP85,50,acps,future,high_future,alpha,22.565408122651007
ILAND,rosalia,RCP85,50,acps,future,high_future,beta,25.984176731971566
ILAND,rosalia,RCP85,50,acps,historic,high,alpha,22.518744650901148
ILAND,rosalia,RCP85,50,acps,historic,high,beta,27.484465284249005
ILAND,rosalia,RCP85,50,acps,historic,high_future,alpha,22.341153207061097
ILAND,rosalia,RCP85,50,acps,historic,high_future,beta,26.276424408202395
ILAND,rosalia,RCP85,50,acps,no,high,alpha,22.46772198953365
ILAND,rosalia,RCP85,50,acps,no,high,beta,27.71102497660279
ILAND,rosalia,RCP85,50,acps,no,high_future,alpha,22.237971248760232
ILAND,rosalia,RCP85,50,acps,no,high_future,beta,26.567703109540588
ILAND,rosalia,RCP85,50,alin,future,high,alpha,0.31389849201705056
ILAND,rosalia,RCP85,50,alin,future,high,beta,2.268894864712874
ILAND,rosalia,RCP85,50,alin,future,high_future,alpha,0.29681272022065486
ILAND,rosalia,RCP85,50,alin,future,high_future,beta,2.697033136790216
ILAND,rosalia,RCP85,50,alin,historic,high,alpha,0.3091011423375092
ILAND,rosalia,RCP85,50,alin,historic,high,beta,2.301799487938797
ILAND,rosalia,RCP85,50,alin,historic,high_future,alpha,0.29154806928772253
ILAND,rosalia,RCP85,50,alin,historic,high_future,beta,2.6999806925628103
ILAND,rosalia,RCP85,50,alin,no,high,alpha,0.3054841589840669
ILAND,rosalia,RCP85,50,alin,no,high,beta,2.3303184695966883
ILAND,rosalia,RCP85,50,alin,no,high_future,alpha,0.28742434532633404
ILAND,rosalia,RCP85,50,alin,no,high_future,beta,2.69610683494428
ILAND,rosalia,RCP85,50,cabe,future,high,alpha,57.08060401383314
ILAND,rosalia,RCP85,50,cabe,future,high,beta,42.84305085823871
ILAND,rosalia,RCP85,50,cabe,future,high_future,alpha,55.96707047127285
ILAND,rosalia,RCP85,50,cabe,future,high_future,beta,44.452032381291964
ILAND,rosalia,RCP85,50,cabe,historic,high,alpha,57.28704876742076
ILAND,rosalia,RCP85,50,cabe,historic,high,beta,42.53856824862818
ILAND,rosalia,RCP85,50,cabe,historic,high_future,alpha,56.591294058455816
ILAND,rosalia,RCP85,50,cabe,historic,high_future,beta,44.502279313378054
ILAND,rosalia,RCP85,50,cabe,no,high,alpha,57.17777533729456
ILAND,rosalia,RCP85,50,cabe,no,high,beta,43.250168808799614
ILAND,rosalia,RCP85,50,cabe,no,high_future,alpha,56.09114979898203
ILAND,rosalia,RCP85,50,cabe,no,high_future,beta,44.85214680118945
ILAND,rosalia,RCP85,50,fasy,future,high,alpha,57.781010329579075
ILAND,rosalia,RCP85,50,fasy,future,high,beta,42.53996742500404
ILAND,rosalia,RCP85,50,fasy,future,high_future,alpha,57.39954186326188
ILAND,rosalia,RCP85,50,fasy,future,high_future,beta,42.059372768235335
ILAND,rosalia,RCP85,50,fasy,future,low,alpha,162.7740460456517
ILAND,rosalia,RCP85,50,fasy,future,low,beta,159.7877587101678
ILAND,rosalia,RCP85,50,fasy,future,no,prod,354.91415051145793
ILAND,rosalia,RCP85,50,fasy,historic,high,alpha,58.199611218733764
ILAND,rosalia,RCP85,50,fasy,historic,high,beta,43.179366666838746
ILAND,rosalia,RCP85,50,fasy,historic,high_future,alpha,57.94074270555954
ILAND,rosalia,RCP85,50,fasy,historic,high_future,beta,42.61328049676294
ILAND,rosalia,RCP85,50,fasy,historic,low,alpha,161.32995131463173
ILAND,rosalia,RCP85,50,fasy,historic,low,beta,160.9997816289541
ILAND,rosalia,RCP85,50,fasy,historic,no,prod,359.03873528413385
ILAND,rosalia,RCP85,50,fasy,no,high,alpha,58.777137831744554
ILAND,rosalia,RCP85,50,fasy,no,high,beta,43.680083099834675
ILAND,rosalia,RCP85,50,fasy,no,high_future,alpha,58.449857707731624
ILAND,rosalia,RCP85,50,fasy,no,high_future,beta,43.07394605440041
ILAND,rosalia,RCP85,50,fasy,no,low,alpha,160.7710277092562
ILAND,rosalia,RCP85,50,fasy,no,low,beta,162.85278612781138
ILAND,rosalia,RCP85,50,fasy,no,no,prod,363.3939364612993
ILAND,rosalia,RCP85,50,piab,future,high,alpha,53.876687880412206
ILAND,rosalia,RCP85,50,piab,future,high,beta,45.05323402555655
ILAND,rosalia,RCP85,50,piab,future,high_future,alpha,52.703648642823566
ILAND,rosalia,RCP85,50,piab,future,high_future,beta,45.22805508988273
ILAND,rosalia,RCP85,50,piab,historic,high,alpha,57.50727850807835
ILAND,rosalia,RCP85,50,piab,historic,high,beta,46.783749955746686
ILAND,rosalia,RCP85,50,piab,historic,high_future,alpha,56.204144266886615
ILAND,rosalia,RCP85,50,piab,historic,high_future,beta,47.123445925820725
ILAND,rosalia,RCP85,50,piab,no,high,alpha,61.63931525069049
ILAND,rosalia,RCP85,50,piab,no,high,beta,49.32385518288818
ILAND,rosalia,RCP85,50,piab,no,high_future,alpha,60.39424655597696
ILAND,rosalia,RCP85,50,piab,no,high_future,beta,49.530659216692534
ILAND,rosalia,RCP85,50,poni,future,high,alpha,2.2043929454132813
ILAND,rosalia,RCP85,50,poni,future,high,beta,5.657867639171426
ILAND,rosalia,RCP85,50,poni,future,high_future,alpha,2.255475202632824
ILAND,rosalia,RCP85,50,poni,future,high_future,beta,6.015667697466096
ILAND,rosalia,RCP85,50,poni,historic,high,alpha,2.139431808816906
ILAND,rosalia,RCP85,50,poni,historic,high,beta,5.695643641729033
ILAND,rosalia,RCP85,50,poni,historic,high_future,alpha,2.1877207115601425
ILAND,rosalia,RCP85,50,poni,historic,high_future,beta,6.051475040026137
ILAND,rosalia,RCP85,50,poni,no,high,alpha,2.086683285747446
ILAND,rosalia,RCP85,50,poni,no,high,beta,5.724432081549857
ILAND,rosalia,RCP85,50,poni,no,high_future,alpha,2.1346157702079345
ILAND,rosalia,RCP85,50,poni,no,high_future,beta,6.072168645701172
ILAND,rosalia,RCP85,50,potr,future,high,alpha,3.5236001841889757
ILAND,rosalia,RCP85,50,potr,future,high,beta,10.083284489369394
ILAND,rosalia,RCP85,50,potr,future,high_future,alpha,3.9564610596956555
ILAND,rosalia,RCP85,50,potr,future,high_future,beta,8.130922208952112
ILAND,rosalia,RCP85,50,potr,historic,high,alpha,3.477124001587401
ILAND,rosalia,RCP85,50,potr,historic,high,beta,10.15777877289763
ILAND,rosalia,RCP85,50,potr,historic,high_future,alpha,3.931954715566624
ILAND,rosalia,RCP85,50,potr,historic,high_future,beta,8.223301331385048
ILAND,rosalia,RCP85,50,potr,no,high,alpha,3.4579636455280967
ILAND,rosalia,RCP85,50,potr,no,high,beta,10.166676002131055
ILAND,rosalia,RCP85,50,potr,no,high_future,alpha,3.8791536259679873
ILAND,rosalia,RCP85,50,potr,no,high_future,beta,8.216179632616981
ILAND,rosalia,RCP85,50,qupe,future,high,alpha,34.907023837381644
ILAND,rosalia,RCP85,50,qupe,future,high,beta,37.78287795186274
ILAND,rosalia,RCP85,50,qupe,future,high_future,alpha,35.881454590122345
ILAND,rosalia,RCP85,50,qupe,future,high_future,beta,35.25656765291442
ILAND,rosalia,RCP85,50,qupe,historic,high,alpha,33.78962672957107
ILAND,rosalia,RCP85,50,qupe,historic,high,beta,37.91979863662132
ILAND,rosalia,RCP85,50,qupe,historic,high_future,alpha,34.55382831500847
ILAND,rosalia,RCP85,50,qupe,historic,high_future,beta,35.42963925550451
ILAND,rosalia,RCP85,50,qupe,no,high,alpha,32.81452787230249
ILAND,rosalia,RCP85,50,qupe,no,high,beta,38.17811762123863
ILAND,rosalia,RCP85,50,qupe,no,high_future,alpha,33.52580462494817
ILAND,rosalia,RCP85,50,qupe,no,high_future,beta,35.691857877966044
ILAND,rosalia,RCP85,50,tico,future,high_future,alpha,1.7710306451366986
ILAND,rosalia,RCP85,50,tico,future,high_future,beta,4.044622035841865
ILAND,rosalia,RCP85,50,tico,historic,high_future,alpha,1.7364264063871726
ILAND,rosalia,RCP85,50,tico,historic,high_future,beta,4.0644955585251115
ILAND,rosalia,RCP85,50,tico,no,high_future,alpha,1.7343442846332142
ILAND,rosalia,RCP85,50,tico,no,high_future,beta,4.018693342814048
ILAND,rosalia,RCP85,60,abal,future,high,alpha,58.178473689967184
ILAND,rosalia,RCP85,60,abal,future,high,beta,50.245188074696365
ILAND,rosalia,RCP85,60,abal,future,high_future,alpha,56.180416853072884
ILAND,rosalia,RCP85,60,abal,future,high_future,beta,48.32527563606807
ILAND,rosalia,RCP85,60,abal,future,low,alpha,215.1089262517927
ILAND,rosalia,RCP85,60,abal,future,low,beta,195.09089477282888
ILAND,rosalia,RCP85,60,abal,historic,high,alpha,62.67037365231228
ILAND,rosalia,RCP85,60,abal,historic,high,beta,52.78532394004043
ILAND,rosalia,RCP85,60,abal,historic,high_future,alpha,60.47913452000641
ILAND,rosalia,RCP85,60,abal,historic,high_future,beta,50.47532910650222
ILAND,rosalia,RCP85,60,abal,historic,low,alpha,224.6242861925648
ILAND,rosalia,RCP85,60,abal,historic,low,beta,202.1832036806568
ILAND,rosalia,RCP85,60,abal,no,high,alpha,67.07092671516551
ILAND,rosalia,RCP85,60,abal,no,high,beta,54.60851844761525
ILAND,rosalia,RCP85,60,abal,no,high_future,alpha,65.0317235227261
ILAND,rosalia,RCP85,60,abal,no,high_future,beta,52.678652700512785
ILAND,rosalia,RCP85,60,abal,no,low,alpha,235.04880786118366
ILAND,rosalia,RCP85,60,abal,no,low,beta,209.58579694824144
ILAND,rosalia,RCP85,60,acps,future,high,alpha,23.899837146572253
ILAND,rosalia,RCP85,60,acps,future,high,beta,29.220042444586724
ILAND,rosalia,RCP85,60,acps,future,high_future,alpha,23.600213716335666
ILAND,rosalia,RCP85,60,acps,future,high_future,beta,27.31011776809021
ILAND,rosalia,RCP85,60,acps,historic,high,alpha,23.572283857170742
ILAND,rosalia,RCP85,60,acps,historic,high,beta,29.58444578476424
ILAND,rosalia,RCP85,60,acps,historic,high_future,alpha,23.247873133726387
ILAND,rosalia,RCP85,60,acps,historic,high_future,beta,27.477269216251823
ILAND,rosalia,RCP85,60,acps,no,high,alpha,23.387745465999128
ILAND,rosalia,RCP85,60,acps,no,high,beta,29.88223707894621
ILAND,rosalia,RCP85,60,acps,no,high_future,alpha,23.08191596925455
ILAND,rosalia,RCP85,60,acps,no,high_future,beta,27.76767533391201
ILAND,rosalia,RCP85,60,alin,future,high,alpha,0.42638369677902643
ILAND,rosalia,RCP85,60,alin,future,high,beta,2.217018186365274
ILAND,rosalia,RCP85,60,alin,future,high_future,alpha,0.3984806514459307
ILAND,rosalia,RCP85,60,alin,future,high_future,beta,2.42672156946651
ILAND,rosalia,RCP85,60,alin,historic,high,alpha,0.4223242633905042
ILAND,rosalia,RCP85,60,alin,historic,high,beta,2.239089627918539
ILAND,rosalia,RCP85,60,alin,historic,high_future,alpha,0.39472288181990656
ILAND,rosalia,RCP85,60,alin,historic,high_future,beta,2.425207252174613
ILAND,rosalia,RCP85,60,alin,no,high,alpha,0.41785316217255686
ILAND,rosalia,RCP85,60,alin,no,high,beta,2.252313340860332
ILAND,rosalia,RCP85,60,alin,no,high_future,alpha,0.3877993077262291
ILAND,rosalia,RCP85,60,alin,no,high_future,beta,2.4233515925834537
ILAND,rosalia,RCP85,60,cabe,future,high,alpha,74.3752244610813
ILAND,rosalia,RCP85,60,cabe,future,high,beta,53.96565647628795
ILAND,rosalia,RCP85,60,cabe,future,high_future,alpha,73.11637407454734
ILAND,rosalia,RCP85,60,cabe,future,high_future,beta,56.56330225689052
ILAND,rosalia,RCP85,60,cabe,historic,high,alpha,74.43934661532221
ILAND,rosalia,RCP85,60,cabe,historic,high,beta,53.52784434825365
ILAND,rosalia,RCP85,60,cabe,historic,high_future,alpha,73.71679411042345
ILAND,rosalia,RCP85,60,cabe,historic,high_future,beta,56.81265712440439
ILAND,rosalia,RCP85,60,cabe,no,high,alpha,74.14847287190247
ILAND,rosalia,RCP85,60,cabe,no,high,beta,53.77245089126025
ILAND,rosalia,RCP85,60,cabe,no,high_future,alpha,73.006052252395
ILAND,rosalia,RCP85,60,cabe,no,high_future,beta,57.652159620263305
ILAND,rosalia,RCP85,60,fasy,future,high,alpha,57.302115745354484
ILAND,rosalia,RCP85,60,fasy,future,high,beta,46.29536130045402
ILAND,rosalia,RCP85,60,fasy,future,high_future,alpha,56.492203119744914
ILAND,rosalia,RCP85,60,fasy,future,high_future,beta,45.16645513860555
ILAND,rosalia,RCP85,60,fasy,future,low,alpha,163.6194363801958
ILAND,rosalia,RCP85,60,fasy,future,low,beta,174.9792397021106
ILAND,rosalia,RCP85,60,fasy,future,no,prod,378.1905240646812
ILAND,rosalia,RCP85,60,fasy,historic,high,alpha,57.426676405020125
ILAND,rosalia,RCP85,60,fasy,historic,high,beta,46.86824983973297
ILAND,rosalia,RCP85,60,fasy,historic,high_future,alpha,56.668282965886924
ILAND,rosalia,RCP85,60,fasy,historic,high_future,beta,45.58533501239833
ILAND,rosalia,RCP85,60,fasy,historic,low,alpha,161.17210279845824
ILAND,rosalia,RCP85,60,fasy,historic,low,beta,175.6741749429595
ILAND,rosalia,RCP85,60,fasy,historic,no,prod,382.7519856541651
ILAND,rosalia,RCP85,60,fasy,no,high,alpha,57.64250964896427
ILAND,rosalia,RCP85,60,fasy,no,high,beta,47.271347348079075
