model,landscape,climate,disturbances,replication,diversity,scenario,cv_temporal_agb,cv_temporal_bt
ILAND,rosalia,RCP85,historic,15,low,alpha,8.762095366948826,12.90323686565513
ILAND,rosalia,RCP85,historic,15,low,beta,7.50823742146772,14.286553727027481
ILAND,rosalia,RCP85,historic,15,no,prod,7.184981792824481,28.0174815320524
ILAND,rosalia,RCP85,historic,16,high,alpha,7.271190949986936,5.718078398712639
ILAND,rosalia,RCP85,historic,16,high,beta,7.086175008760823,8.454891673310954
ILAND,rosalia,RCP85,historic,16,high_future,alpha,6.820724645252452,5.440976002879685
ILAND,rosalia,RCP85,historic,16,high_future,beta,6.676233546920118,8.460332845103876
ILAND,rosalia,RCP85,historic,16,low,alpha,8.659755474688795,12.548580792497305
ILAND,rosalia,RCP85,historic,16,low,beta,7.038316699059896,14.488299816180227
ILAND,rosalia,RCP85,historic,16,no,prod,7.147679478529427,28.13238589545931
ILAND,rosalia,RCP85,historic,17,high,alpha,7.200746431520967,5.476377225622161
ILAND,rosalia,RCP85,historic,17,high,beta,6.791685164226513,8.229748246421432
ILAND,rosalia,RCP85,historic,17,high_future,alpha,6.799773484576832,5.1848244738482325
ILAND,rosalia,RCP85,historic,17,high_future,beta,6.64450813691948,9.226143612135715
ILAND,rosalia,RCP85,historic,17,low,alpha,8.672601211836822,12.51191651804398
ILAND,rosalia,RCP85,historic,17,low,beta,7.2557539371601,14.715611486882665
ILAND,rosalia,RCP85,historic,17,no,prod,7.168002850408948,28.511630448237806
ILAND,rosalia,RCP85,historic,18,high,alpha,7.365244677644707,5.857381362198266
ILAND,rosalia,RCP85,historic,18,high,beta,6.788937522076237,8.036391646264283
ILAND,rosalia,RCP85,historic,18,high_future,alpha,6.784992509353824,5.521714999096697
ILAND,rosalia,RCP85,historic,18,high_future,beta,6.810882906424523,8.856024058142358
ILAND,rosalia,RCP85,historic,18,low,alpha,8.5506872390831,12.620873764992696
ILAND,rosalia,RCP85,historic,18,low,beta,7.132911662037665,14.263965200092127
ILAND,rosalia,RCP85,historic,18,no,prod,7.02708712943967,28.48173816397615
ILAND,rosalia,RCP85,historic,19,high,alpha,7.431949622321015,5.862207216431327
ILAND,rosalia,RCP85,historic,19,high,beta,7.216960977884879,8.230253113527972
ILAND,rosalia,RCP85,historic,19,high_future,alpha,6.910044184554355,5.7732504657465675
ILAND,rosalia,RCP85,historic,19,high_future,beta,6.613584221906466,8.843650009458083
ILAND,rosalia,RCP85,historic,19,low,alpha,8.757134340507802,12.755742010860002
ILAND,rosalia,RCP85,historic,19,low,beta,7.308101948358672,14.544461415554991
ILAND,rosalia,RCP85,historic,19,no,prod,7.191223353462707,28.27011466302049
ILAND,rosalia,RCP85,historic,20,high,alpha,7.072808450838227,6.001325604910555
ILAND,rosalia,RCP85,historic,20,high,beta,6.783978203274304,8.033625167274355
ILAND,rosalia,RCP85,historic,20,high_future,alpha,6.8585960727436,5.728891889650743
ILAND,rosalia,RCP85,historic,20,high_future,beta,6.439756609614637,8.609898811188526
ILAND,rosalia,RCP85,historic,20,low,alpha,8.324939951942223,12.08494524361065
ILAND,rosalia,RCP85,historic,20,low,beta,6.862186009820899,14.768006051360086
ILAND,rosalia,RCP85,historic,20,no,prod,6.946135107187169,28.536597162427725
ILAND,rosalia,RCP85,no,1,high,alpha,7.627963653132119,6.042701400801649
ILAND,rosalia,RCP85,no,1,high,beta,7.254787261531266,8.181600227262228
ILAND,rosalia,RCP85,no,1,high_future,alpha,7.321403295974216,5.558204984095502
ILAND,rosalia,RCP85,no,1,high_future,beta,6.847237693261129,8.750161869925499
ILAND,rosalia,RCP85,no,1,low,alpha,8.89319186384986,13.369388803638033
ILAND,rosalia,RCP85,no,1,low,beta,7.298555610389432,14.231173948010445
ILAND,rosalia,RCP85,no,1,no,prod,7.07761340661138,29.434612478717547
ILAND,rosalia,RCP85,no,2,high,alpha,7.434607527340511,5.714444102139302
ILAND,rosalia,RCP85,no,2,high,beta,7.078326886502243,8.467920092943606
ILAND,rosalia,RCP85,no,2,high_future,alpha,7.135764420925669,5.579035710548419
ILAND,rosalia,RCP85,no,2,high_future,beta,6.762740669445966,9.050019888693999
ILAND,rosalia,RCP85,no,2,low,alpha,8.891629572405263,13.400174993526198
ILAND,rosalia,RCP85,no,2,low,beta,7.2374424006731175,14.266020920860889
ILAND,rosalia,RCP85,no,2,no,prod,7.07574111186558,29.29644789730447
ILAND,rosalia,RCP85,no,3,high,alpha,7.41461208125888,6.050592817025853
ILAND,rosalia,RCP85,no,3,high,beta,7.150314799826883,8.614837005506262
ILAND,rosalia,RCP85,no,3,high_future,alpha,7.3800922342613156,5.089588753025868
ILAND,rosalia,RCP85,no,3,high_future,beta,6.728975268112474,8.680487122554952
ILAND,rosalia,RCP85,no,3,low,alpha,8.881574816298611,13.39897343500796
ILAND,rosalia,RCP85,no,3,low,beta,7.237714809808068,14.206828687309816
ILAND,rosalia,RCP85,no,3,no,prod,7.074295550038731,29.371964305527666
ILAND,rosalia,RCP85,no,4,high,alpha,7.1644541954182435,5.773450357281729
ILAND,rosalia,RCP85,no,4,high,beta,7.071200573305671,8.4132958181104
ILAND,rosalia,RCP85,no,4,high_future,alpha,7.017400445732635,5.174971582013757
ILAND,rosalia,RCP85,no,4,high_future,beta,6.683788336235557,8.889010335690623
ILAND,rosalia,RCP85,no,4,low,alpha,8.897510783315758,13.253906405606934
ILAND,rosalia,RCP85,no,4,low,beta,7.233632961951635,14.272088442722458
ILAND,rosalia,RCP85,no,4,no,prod,7.064534948798119,29.60293395790565
ILAND,rosalia,RCP85,no,5,high,alpha,7.320578891432906,5.99658954964624
ILAND,rosalia,RCP85,no,5,high,beta,7.272470478573359,8.490128100360792
ILAND,rosalia,RCP85,no,5,high_future,alpha,7.223176525716396,5.834301755079174
ILAND,rosalia,RCP85,no,5,high_future,beta,6.662840178060689,8.883782389891257
ILAND,rosalia,RCP85,no,5,low,alpha,8.92074512212776,13.431727407834687
ILAND,rosalia,RCP85,no,5,low,beta,7.266187368786446,14.15893236120408
ILAND,rosalia,RCP85,no,5,no,prod,7.098438558752064,29.295362785587308
ILAND,rosalia,RCP85,no,6,high,alpha,7.416179783485564,5.734362513428225
ILAND,rosalia,RCP85,no,6,high,beta,7.145717703971299,8.892028613190261
ILAND,rosalia,RCP85,no,6,high_future,alpha,7.142131195677368,5.485124733460704
ILAND,rosalia,RCP85,no,6,high_future,beta,6.770878432564344,9.024669928764816
ILAND,rosalia,RCP85,no,6,low,alpha,8.908576956678052,13.33519633976677
ILAND,rosalia,RCP85,no,6,low,beta,7.276415328482799,14.112068614281462
ILAND,rosalia,RCP85,no,6,no,prod,7.061096950073063,29.220401717804744
ILAND,rosalia,RCP85,no,7,high,alpha,7.687830876085059,6.231686287107217
ILAND,rosalia,RCP85,no,7,high,beta,7.0858196466278205,8.242451854380567
ILAND,rosalia,RCP85,no,7,high_future,alpha,7.114440364364303,5.729394727549919
ILAND,rosalia,RCP85,no,7,high_future,beta,6.694547588854256,9.085619967394114
ILAND,rosalia,RCP85,no,7,low,alpha,8.89083471396009,13.318975642325787
ILAND,rosalia,RCP85,no,7,low,beta,7.24582888271093,14.113532297304726
ILAND,rosalia,RCP85,no,7,no,prod,7.086891807993292,29.258048341855613
ILAND,rosalia,RCP85,no,8,high,alpha,7.452819374017255,6.093720820048403
ILAND,rosalia,RCP85,no,8,high,beta,6.9725234922742585,8.182355254447522
ILAND,rosalia,RCP85,no,8,high_future,alpha,7.229241230728063,5.390281052114303
ILAND,rosalia,RCP85,no,8,high_future,beta,6.669833017825637,8.87619849364598
ILAND,rosalia,RCP85,no,8,low,alpha,8.907319277572741,13.412463247981965
ILAND,rosalia,RCP85,no,8,low,beta,7.221508012362415,14.219927478046962
ILAND,rosalia,RCP85,no,8,no,prod,7.043887342001208,29.337561456728384
ILAND,rosalia,RCP85,no,9,high,alpha,7.343924116289704,5.296423105962112
ILAND,rosalia,RCP85,no,9,high,beta,7.102295720647844,8.118692532878622
ILAND,rosalia,RCP85,no,9,high_future,alpha,7.389551403857027,5.824030951747231
ILAND,rosalia,RCP85,no,9,high_future,beta,6.832940182413627,9.131684808910235
ILAND,rosalia,RCP85,no,9,low,alpha,8.873286348509767,13.286646430485721
ILAND,rosalia,RCP85,no,9,low,beta,7.258604916598006,14.185896820144498
ILAND,rosalia,RCP85,no,9,no,prod,7.045963979128829,29.465586628873012
ILAND,rosalia,RCP85,no,10,high,alpha,7.467867760393633,5.65161762329524
ILAND,rosalia,RCP85,no,10,high,beta,7.147588724668489,8.585814940814801
ILAND,rosalia,RCP85,no,10,high_future,alpha,7.3570199759609824,5.719587171166462
ILAND,rosalia,RCP85,no,10,high_future,beta,6.796162449783328,8.914607990019018
ILAND,rosalia,RCP85,no,10,low,alpha,8.92102725238686,13.35275369780755
ILAND,rosalia,RCP85,no,10,low,beta,7.261934979450868,14.097392565629722
ILAND,rosalia,RCP85,no,10,no,prod,7.048572144046136,29.19238751891939
ILAND,rosalia,RCP85,no,11,high,alpha,7.468277444242961,5.841835313829682
ILAND,rosalia,RCP85,no,11,high,beta,7.306754937124794,8.625319776679147
ILAND,rosalia,RCP85,no,11,high_future,alpha,7.270510773326584,5.891651352457935
ILAND,rosalia,RCP85,no,11,high_future,beta,7.031768975455692,9.13275934317237
ILAND,rosalia,RCP85,no,11,low,alpha,8.864364151967496,13.284415720770939
ILAND,rosalia,RCP85,no,11,low,beta,7.2629756437419255,14.132693268797158
ILAND,rosalia,RCP85,no,11,no,prod,7.061169569349418,29.292124723011426
ILAND,rosalia,RCP85,no,12,high,alpha,7.511518413154658,6.113609440895757
ILAND,rosalia,RCP85,no,12,high,beta,7.137913224339437,8.37292945846395
ILAND,rosalia,RCP85,no,12,high_future,alpha,7.602829065771463,5.879913209749619
ILAND,rosalia,RCP85,no,12,high_future,beta,6.707008468592121,8.757844050847572
ILAND,rosalia,RCP85,no,12,low,alpha,8.917079938572424,13.351194355241427
ILAND,rosalia,RCP85,no,12,low,beta,7.261412437393673,14.269292242919402
ILAND,rosalia,RCP85,no,12,no,prod,7.058146890417406,29.536024182745933
ILAND,rosalia,RCP85,no,13,high,alpha,7.495808847141,5.859416297591631
ILAND,rosalia,RCP85,no,13,high,beta,6.989745534161466,8.147295170374132
ILAND,rosalia,RCP85,no,13,high_future,alpha,7.222671727303309,5.981398345239043
ILAND,rosalia,RCP85,no,13,high_future,beta,6.843888637123648,9.001824257241848
ILAND,rosalia,RCP85,no,13,low,alpha,8.89807066547663,13.317813466640741
ILAND,rosalia,RCP85,no,13,low,beta,7.2563337894533,14.174610637279642
ILAND,rosalia,RCP85,no,13,no,prod,7.076904734626452,29.225109762259688
ILAND,rosalia,RCP85,no,14,high,alpha,7.427302527241567,5.49560236368127
ILAND,rosalia,RCP85,no,14,high,beta,7.205876018390987,8.293227265597574
ILAND,rosalia,RCP85,no,14,high_future,alpha,7.264269943380393,5.508855836385897
ILAND,rosalia,RCP85,no,14,high_future,beta,6.909503721461799,8.852895869466233
ILAND,rosalia,RCP85,no,14,low,alpha,8.878106414533327,13.221017686998737
ILAND,rosalia,RCP85,no,14,low,beta,7.295973624625297,14.10495169909281
ILAND,rosalia,RCP85,no,14,no,prod,7.065572411332474,29.39693736140077
ILAND,rosalia,RCP85,no,15,high,alpha,7.749903216412619,6.2669231277848905
ILAND,rosalia,RCP85,no,15,high,beta,7.106522053203321,8.200935521169074
ILAND,rosalia,RCP85,no,15,high_future,alpha,7.426409141533365,5.252845076252681
ILAND,rosalia,RCP85,no,15,high_future,beta,6.903220417019646,8.98854532791831
ILAND,rosalia,RCP85,no,15,low,alpha,8.86109120533085,13.378200361841758
ILAND,rosalia,RCP85,no,15,low,beta,7.279671102373793,14.11022152617836
ILAND,rosalia,RCP85,no,15,no,prod,7.047428231976588,29.381709184622316
ILAND,rosalia,RCP85,no,16,high,alpha,7.556741495861698,5.7649376306346864
ILAND,rosalia,RCP85,no,16,high,beta,6.981558263863512,7.959593489406106
ILAND,rosalia,RCP85,no,16,high_future,alpha,7.4518936114682814,5.426284886775066
ILAND,rosalia,RCP85,no,16,high_future,beta,6.683345515354004,8.546944454154856
ILAND,rosalia,RCP85,no,16,low,alpha,8.905309571558218,13.27211270235072
ILAND,rosalia,RCP85,no,16,low,beta,7.252060109203782,14.093259219523807
ILAND,rosalia,RCP85,no,16,no,prod,7.071132138761535,29.08209585423858
ILAND,rosalia,RCP85,no,17,high,alpha,7.804946811360988,6.131165997147351
ILAND,rosalia,RCP85,no,17,high,beta,7.094317841123409,8.220043625180079
ILAND,rosalia,RCP85,no,17,high_future,alpha,7.29512601668954,5.898011351168733
ILAND,rosalia,RCP85,no,17,high_future,beta,6.87209162233399,8.81999603223252
ILAND,rosalia,RCP85,no,17,low,alpha,8.899609679464689,13.308480617885124
ILAND,rosalia,RCP85,no,17,low,beta,7.251104240839984,14.153896433909152
ILAND,rosalia,RCP85,no,17,no,prod,7.072079505553506,29.40885664295133
ILAND,rosalia,RCP85,no,18,high,alpha,7.548613558305018,5.716394691574935
ILAND,rosalia,RCP85,no,18,high,beta,7.178873278036897,8.263398687953744
ILAND,rosalia,RCP85,no,18,high_future,alpha,7.325602847435519,5.190745486586303
ILAND,rosalia,RCP85,no,18,high_future,beta,6.951290851251072,9.172540714746402
ILAND,rosalia,RCP85,no,18,low,alpha,8.880779970689302,13.349467111961125
ILAND,rosalia,RCP85,no,18,low,beta,7.270786813768095,14.166094600339193
ILAND,rosalia,RCP85,no,18,no,prod,7.054547193176644,29.33827609379236
ILAND,rosalia,RCP85,no,19,high,alpha,7.543008279637055,5.3219937343095225
ILAND,rosalia,RCP85,no,19,high,beta,7.0464320526001085,8.097553774539517
ILAND,rosalia,RCP85,no,19,high_future,alpha,6.933014346318324,5.180573483747097
ILAND,rosalia,RCP85,no,19,high_future,beta,6.758449795816198,8.593717483737228
ILAND,rosalia,RCP85,no,19,low,alpha,8.900958624711592,13.328914374666494
ILAND,rosalia,RCP85,no,19,low,beta,7.290582737089246,14.153797118887562
ILAND,rosalia,RCP85,no,19,no,prod,7.0654107839332445,29.24709234029031
ILAND,rosalia,RCP85,no,20,high,alpha,7.4772463381845995,5.796302561235577
ILAND,rosalia,RCP85,no,20,high,beta,7.041881780799727,8.447595056065115
ILAND,rosalia,RCP85,no,20,high_future,alpha,7.214288001954798,5.172036615547991
ILAND,rosalia,RCP85,no,20,high_future,beta,6.893479979190538,8.85628761224307
ILAND,rosalia,RCP85,no,20,low,alpha,8.896017421336271,13.296193338513909
ILAND,rosalia,RCP85,no,20,low,beta,7.265874410004345,14.130338343564297
ILAND,rosalia,RCP85,no,20,no,prod,7.058516968050352,29.337738901049583
LANDCLIM,dischma,historic,future,1,high,alpha,5.959538090086616,21.10862582454754
LANDCLIM,dischma,historic,future,1,high,beta,6.259240824630072,19.715643628524266
LANDCLIM,dischma,historic,future,1,high_future,alpha,6.2960463727887275,21.23451730103776
LANDCLIM,dischma,historic,future,1,high_future,beta,6.176707243756502,19.35813365206918
LANDCLIM,dischma,historic,future,1,low,alpha,3.398890044182496,43.19641306916608
LANDCLIM,dischma,historic,future,1,low,beta,2.4122322967718492,39.96880014587937
LANDCLIM,dischma,historic,future,1,no,prod,3.5478711412625366,55.16012037480537
LANDCLIM,dischma,historic,future,2,high,alpha,6.195641193549477,21.04977703546216
LANDCLIM,dischma,historic,future,2,high,beta,6.271106285149786,21.554697892029377
LANDCLIM,dischma,historic,future,2,high_future,alpha,6.2895859660713285,21.131233651018977
LANDCLIM,dischma,historic,future,2,high_future,beta,6.41243963851242,20.64966857060399
LANDCLIM,dischma,historic,future,2,low,alpha,3.0311133268646873,45.45119892429738
LANDCLIM,dischma,historic,future,2,low,beta,2.559216455994402,39.54053672182495
LANDCLIM,dischma,historic,future,2,no,prod,3.2082972473786247,56.25030923001895
LANDCLIM,dischma,historic,future,3,high,alpha,6.006895473817089,20.908638128562757
LANDCLIM,dischma,historic,future,3,high,beta,6.629258787054439,20.4940802104073
LANDCLIM,dischma,historic,future,3,high_future,alpha,6.153890548953105,20.966957293870887
LANDCLIM,dischma,historic,future,3,high_future,beta,6.469330204160595,20.46345772468652
LANDCLIM,dischma,historic,future,3,low,alpha,2.8215492750140094,44.75643488359793
LANDCLIM,dischma,historic,future,3,low,beta,2.738721798662925,40.55281963303969
LANDCLIM,dischma,historic,future,3,no,prod,3.1749031576957276,54.3529598322514
LANDCLIM,dischma,historic,future,4,high,alpha,6.009847762850822,20.7626766988987
LANDCLIM,dischma,historic,future,4,high,beta,6.523126882145758,20.123240872195307
LANDCLIM,dischma,historic,future,4,high_future,alpha,6.186793156570437,20.572919111564477
LANDCLIM,dischma,historic,future,4,high_future,beta,6.496934568735965,19.723136665585198
LANDCLIM,dischma,historic,future,4,low,alpha,3.210211651458761,42.94033249802071
LANDCLIM,dischma,historic,future,4,low,beta,3.0325610227839404,39.93653006615446
LANDCLIM,dischma,historic,future,4,no,prod,3.490535027329908,55.32757440783526
LANDCLIM,dischma,historic,future,5,high,alpha,5.750311849624035,20.679299127021693
LANDCLIM,dischma,historic,future,5,high,beta,6.076710861513819,19.74102821877154
LANDCLIM,dischma,historic,future,5,high_future,alpha,5.828018261123658,20.190755427215702
LANDCLIM,dischma,historic,future,5,high_future,beta,6.113898199558989,19.687553427461417
LANDCLIM,dischma,historic,future,5,low,alpha,3.101081395070291,44.92353896812515
LANDCLIM,dischma,historic,future,5,low,beta,3.1177131219271024,41.24310709398159
LANDCLIM,dischma,historic,future,5,no,prod,3.297135309527078,55.55697972710324
LANDCLIM,dischma,historic,future,6,high,alpha,5.9509788322503425,20.893770197444464
LANDCLIM,dischma,historic,future,6,high,beta,6.3656248283722405,20.948420025615235
LANDCLIM,dischma,historic,future,6,high_future,alpha,5.9737294629247835,21.021759934930202
LANDCLIM,dischma,historic,future,6,high_future,beta,6.436625723496639,20.567011705632403
LANDCLIM,dischma,historic,future,6,low,alpha,3.2987856555646276,43.75067498082073
LANDCLIM,dischma,historic,future,6,low,beta,2.5256783128202254,37.688371854598955
LANDCLIM,dischma,historic,future,6,no,prod,3.899718003926457,55.52424203234138
LANDCLIM,dischma,historic,future,7,high,alpha,6.255864299559858,21.385589732863934
LANDCLIM,dischma,historic,future,7,high,beta,6.333980911333574,19.74435895198361
LANDCLIM,dischma,historic,future,7,high_future,alpha,6.446362844892679,21.3705640496204
LANDCLIM,dischma,historic,future,7,high_future,beta,6.302795757776809,19.230336284211795
LANDCLIM,dischma,historic,future,7,low,alpha,3.3258936923109044,43.64686033853719
LANDCLIM,dischma,historic,future,7,low,beta,2.5617201246466252,40.509461170948434
LANDCLIM,dischma,historic,future,7,no,prod,4.06163941377231,55.40245297848425
LANDCLIM,dischma,historic,future,8,high,alpha,6.466027290349836,21.32825468432838
LANDCLIM,dischma,historic,future,8,high,beta,6.328143772367756,19.99680086344965
LANDCLIM,dischma,historic,future,8,high_future,alpha,6.44577823558755,21.112493949284648
LANDCLIM,dischma,historic,future,8,high_future,beta,6.257384987808121,19.739370895549264
LANDCLIM,dischma,historic,future,8,low,alpha,3.0776261111615697,43.137644806339964
LANDCLIM,dischma,historic,future,8,low,beta,2.5441627826352327,39.0973524373443
LANDCLIM,dischma,historic,future,8,no,prod,3.257543396914938,53.713174500296425
LANDCLIM,dischma,historic,future,9,high,alpha,6.109864942791597,21.552499900157176
LANDCLIM,dischma,historic,future,9,high,beta,5.856298183090613,19.52339611823062
LANDCLIM,dischma,historic,future,9,high_future,alpha,6.341062188172929,21.367926312686475
LANDCLIM,dischma,historic,future,9,high_future,beta,5.9919838802998235,19.51982399522424
LANDCLIM,dischma,historic,future,9,low,alpha,3.026976228638477,42.1142368629183
LANDCLIM,dischma,historic,future,9,low,beta,2.687699855926185,37.36962450002109
LANDCLIM,dischma,historic,future,9,no,prod,3.5078339962414717,54.95903834343
LANDCLIM,dischma,historic,future,10,high,alpha,6.081315213963822,21.728440932520215
LANDCLIM,dischma,historic,future,10,high,beta,5.978261610796239,19.707881206122185
LANDCLIM,dischma,historic,future,10,high_future,alpha,6.1096042505574,21.352828985652486
LANDCLIM,dischma,historic,future,10,high_future,beta,6.106231762599423,19.515153876565922
LANDCLIM,dischma,historic,future,10,low,alpha,2.983328848362838,45.55293068283952
LANDCLIM,dischma,historic,future,10,low,beta,2.794437879412704,39.57730305665586
LANDCLIM,dischma,historic,future,10,no,prod,3.667684413989411,54.39879108951442
LANDCLIM,dischma,historic,future,11,high,alpha,6.567892073063413,21.19948004295915
LANDCLIM,dischma,historic,future,11,high,beta,6.330863930310644,20.253656428906027
LANDCLIM,dischma,historic,future,11,high_future,alpha,6.535916349522651,21.48087081079659
LANDCLIM,dischma,historic,future,11,high_future,beta,6.112779977503755,19.466241093531774
LANDCLIM,dischma,historic,future,11,low,alpha,3.145272913363948,43.34877570126798
LANDCLIM,dischma,historic,future,11,low,beta,2.614380406267118,39.791227062186735
LANDCLIM,dischma,historic,future,11,no,prod,3.7802517635398583,52.18754786136049
LANDCLIM,dischma,historic,future,12,high,alpha,5.906710091971926,20.838747506546433
LANDCLIM,dischma,historic,future,12,high,beta,6.2234644722282875,19.730671077472927
LANDCLIM,dischma,historic,future,12,high_future,alpha,5.851058244965013,20.512188567706232
LANDCLIM,dischma,historic,future,12,high_future,beta,6.188056942407094,20.488885649881265
LANDCLIM,dischma,historic,future,12,low,alpha,2.7224351181502753,43.14292105946373
LANDCLIM,dischma,historic,future,12,low,beta,2.4347915805297506,37.52544914380322
LANDCLIM,dischma,historic,future,12,no,prod,3.542098600451914,53.52016941905081
LANDCLIM,dischma,historic,future,13,high,alpha,6.584814877182272,21.29104617111904
LANDCLIM,dischma,historic,future,13,high,beta,6.315817737818118,19.53946659724472
LANDCLIM,dischma,historic,future,13,high_future,alpha,6.8404297923927935,21.111093621800027
LANDCLIM,dischma,historic,future,13,high_future,beta,6.240315217187277,18.777704251303078
LANDCLIM,dischma,historic,future,13,low,alpha,3.7110132314552673,43.3587773375847
LANDCLIM,dischma,historic,future,13,low,beta,2.3880664873149025,37.18915430883811
LANDCLIM,dischma,historic,future,13,no,prod,3.9915838666985484,53.64289823987319
LANDCLIM,dischma,historic,future,14,high,alpha,6.639553890712582,22.364686485371045
LANDCLIM,dischma,historic,future,14,high,beta,6.668721614717472,20.29045744369859
LANDCLIM,dischma,historic,future,14,high_future,alpha,6.663277489178239,21.939327854161565
LANDCLIM,dischma,historic,future,14,high_future,beta,6.555011077838434,20.16665389522819
LANDCLIM,dischma,historic,future,14,low,alpha,3.59705202575359,42.37143356468511
LANDCLIM,dischma,historic,future,14,low,beta,2.4475098377960096,37.26182446101843
LANDCLIM,dischma,historic,future,14,no,prod,4.0021825316486215,57.01501482390583
LANDCLIM,dischma,historic,future,15,high,alpha,6.395663642052083,20.87356993694406
LANDCLIM,dischma,historic,future,15,high,beta,6.354167402870405,20.05242547556958
LANDCLIM,dischma,historic,future,15,high_future,alpha,6.581263480294805,21.171445970913908
LANDCLIM,dischma,historic,future,15,high_future,beta,6.45998234153332,19.935748877884464
LANDCLIM,dischma,historic,future,15,low,alpha,3.129698118314063,42.388510059919575
LANDCLIM,dischma,historic,future,15,low,beta,2.2381349848833687,40.60448861280651
LANDCLIM,dischma,historic,future,15,no,prod,3.700350282118863,53.31575881747588
LANDCLIM,dischma,historic,future,16,high,alpha,6.462331418768027,20.80391188769885
LANDCLIM,dischma,historic,future,16,high,beta,6.603723337330606,20.75253842043013
LANDCLIM,dischma,historic,future,16,high_future,alpha,6.772987716987328,20.76707370426248
LANDCLIM,dischma,historic,future,16,high_future,beta,6.642693762204366,21.013158884429423
LANDCLIM,dischma,historic,future,16,low,alpha,3.427031149999661,41.72102976513558
LANDCLIM,dischma,historic,future,16,low,beta,2.0936252662233206,39.14400281679436
LANDCLIM,dischma,historic,future,16,no,prod,3.5026359314095665,55.02405456679726
LANDCLIM,dischma,historic,future,17,high,alpha,5.9451525170466795,20.422179781210666
LANDCLIM,dischma,historic,future,17,high,beta,6.594981534922447,20.158316022057615
LANDCLIM,dischma,historic,future,17,high_future,alpha,5.947073449372417,20.27099831079158
LANDCLIM,dischma,historic,future,17,high_future,beta,6.6937512443760765,20.969496682316475
LANDCLIM,dischma,historic,future,17,low,alpha,3.2043907260141316,45.31912196820453
LANDCLIM,dischma,historic,future,17,low,beta,2.20627341262995,39.34506638720423
LANDCLIM,dischma,historic,future,17,no,prod,3.2766311647184536,57.76278739889881
LANDCLIM,dischma,historic,future,18,high,alpha,6.309673974111921,21.78166773820764
LANDCLIM,dischma,historic,future,18,high,beta,5.767760578312939,19.045387627892634
LANDCLIM,dischma,historic,future,18,high_future,alpha,6.324932605502907,21.31308518943669
LANDCLIM,dischma,historic,future,18,high_future,beta,5.846317964832697,19.652192297712784
LANDCLIM,dischma,historic,future,18,low,alpha,2.9596096973657424,43.12036483787567
LANDCLIM,dischma,historic,future,18,low,beta,2.7873514780847874,38.06330703703131
LANDCLIM,dischma,historic,future,18,no,prod,3.860508584392728,53.29383054706124
LANDCLIM,dischma,historic,future,19,high,alpha,6.5638775894186,21.850727103210595
LANDCLIM,dischma,historic,future,19,high,beta,6.679488688905995,20.440254466491623
LANDCLIM,dischma,historic,future,19,high_future,alpha,6.5986862727200695,21.735188951025904
LANDCLIM,dischma,historic,future,19,high_future,beta,6.5197718940300495,19.652590576416927
LANDCLIM,dischma,historic,future,19,low,alpha,3.197496713962727,42.76660650840235
LANDCLIM,dischma,historic,future,19,low,beta,2.0954885540015145,39.4700536886187
LANDCLIM,dischma,historic,future,19,no,prod,3.7862459234135413,54.330552959265276
LANDCLIM,dischma,historic,future,20,high,alpha,6.1094687851868485,20.804235503157674
LANDCLIM,dischma,historic,future,20,high,beta,6.154541847196766,19.61587202099871
LANDCLIM,dischma,historic,future,20,high_future,alpha,6.236610300696122,20.62115183177244
LANDCLIM,dischma,historic,future,20,high_future,beta,6.18535453334274,18.973746556011726
LANDCLIM,dischma,historic,future,20,low,alpha,2.7136616223538006,45.111498607738376
LANDCLIM,dischma,historic,future,20,low,beta,2.876887461246852,40.992520837259875
LANDCLIM,dischma,historic,future,20,no,prod,3.161282340465646,55.19721375267934
LANDCLIM,dischma,historic,historic,1,high,alpha,6.41033619994535,21.29029271660831
LANDCLIM,dischma,historic,historic,1,high,beta,6.863649531966705,20.150237801155843
LANDCLIM,dischma,historic,historic,1,high_future,alpha,6.532100794143701,20.906092601313013
LANDCLIM,dischma,historic,historic,1,high_future,beta,6.833526067395761,20.048125879617736
LANDCLIM,dischma,historic,historic,1,low,alpha,2.833693665823692,44.49250256867567
LANDCLIM,dischma,historic,historic,1,low,beta,2.516107315540324,42.11912627540409
LANDCLIM,dischma,historic,historic,1,no,prod,3.219596205749918,59.06535928928294
LANDCLIM,dischma,historic,historic,2,high,alpha,6.4800023027469065,21.0132810137207
LANDCLIM,dischma,historic,historic,2,high,beta,6.26886360266305,19.103937711158263
LANDCLIM,dischma,historic,historic,2,high_future,alpha,6.68647083894858,21.050824079342192
LANDCLIM,dischma,historic,historic,2,high_future,beta,6.2130403100635885,18.86286343036804
LANDCLIM,dischma,historic,historic,2,low,alpha,2.900726603089188,44.80253274611239
LANDCLIM,dischma,historic,historic,2,low,beta,3.125920462070115,43.19526469876329
LANDCLIM,dischma,historic,historic,2,no,prod,3.042381638747265,59.65787495986792
LANDCLIM,dischma,historic,historic,3,high,alpha,6.20909261869582,20.447305238512843
LANDCLIM,dischma,historic,historic,3,high,beta,6.51949892634873,19.546375735843004
LANDCLIM,dischma,historic,historic,3,high_future,alpha,6.394584007027664,20.32998970304711
LANDCLIM,dischma,historic,historic,3,high_future,beta,6.581822474976459,19.217684448168683
LANDCLIM,dischma,historic,historic,3,low,alpha,2.7407919519542445,46.16153032292618
