model,landscape,climate,disturbances,replication,diversity,scenario,cv_temporal_agb,cv_temporal_bt
ILAND,dischma,historic,future,1,high,alpha,9.35151880971426,6.873022931744082
ILAND,dischma,historic,future,1,high,beta,12.099705477512538,9.333610364234586
ILAND,dischma,historic,future,1,high_future,alpha,7.968961138222551,7.359975011742121
ILAND,dischma,historic,future,1,high_future,beta,8.390519624898115,8.923212700534497
ILAND,dischma,historic,future,1,low,alpha,5.145290554306167,6.033509806371329
ILAND,dischma,historic,future,1,low,beta,4.152658643467276,6.159632391992376
ILAND,dischma,historic,future,1,no,prod,4.904451406138391,5.846118697527811
ILAND,dischma,historic,future,2,high,alpha,9.662984542428218,6.366910976166603
ILAND,dischma,historic,future,2,high,beta,12.032119988667892,9.510126695491827
ILAND,dischma,historic,future,2,high_future,alpha,8.13504948295502,7.194309924690681
ILAND,dischma,historic,future,2,high_future,beta,8.2207443729055,8.676944678429305
ILAND,dischma,historic,future,2,low,alpha,4.969425570942403,4.84037095685007
ILAND,dischma,historic,future,2,low,beta,3.9295905597738447,6.627964251117108
ILAND,dischma,historic,future,2,no,prod,4.5286221262123245,5.077226231030474
ILAND,dischma,historic,future,3,high,alpha,9.69684743595327,6.440638118114982
ILAND,dischma,historic,future,3,high,beta,12.15062473483566,9.007352074577957
ILAND,dischma,historic,future,3,high_future,alpha,8.342483855008208,7.432846823854784
ILAND,dischma,historic,future,3,high_future,beta,8.337362931572105,8.289933658340102
ILAND,dischma,historic,future,3,low,alpha,4.976959920906101,4.727014025518063
ILAND,dischma,historic,future,3,low,beta,4.714315845200153,6.909422624091663
ILAND,dischma,historic,future,3,no,prod,4.821375351807321,5.19213476674359
ILAND,dischma,historic,future,4,high,alpha,9.58450677905515,6.295999312034296
ILAND,dischma,historic,future,4,high,beta,12.145450850336795,9.48696397003173
ILAND,dischma,historic,future,4,high_future,alpha,8.249773903700795,7.489533041457095
ILAND,dischma,historic,future,4,high_future,beta,8.124963349184672,8.318196529744982
ILAND,dischma,historic,future,4,low,alpha,5.070739502805406,4.656480032430586
ILAND,dischma,historic,future,4,low,beta,4.565787061087863,7.385366816148861
ILAND,dischma,historic,future,4,no,prod,4.85398952655451,6.484618184245972
ILAND,dischma,historic,future,5,high,alpha,9.120645588317936,5.807203663018315
ILAND,dischma,historic,future,5,high,beta,11.856813634069798,9.312508062448666
ILAND,dischma,historic,future,5,high_future,alpha,8.00391615804075,8.627966465293987
ILAND,dischma,historic,future,5,high_future,beta,8.112213483013623,9.201896327072495
ILAND,dischma,historic,future,5,low,alpha,4.559095261407148,4.528103425536464
ILAND,dischma,historic,future,5,low,beta,4.077156544131198,7.692201566247872
ILAND,dischma,historic,future,5,no,prod,4.559757130222359,6.606252428404313
ILAND,dischma,historic,future,6,high,alpha,9.242115179267293,6.5765460367426005
ILAND,dischma,historic,future,6,high,beta,11.857454778737829,9.156732436062608
ILAND,dischma,historic,future,6,high_future,alpha,7.888056181167976,7.582789042042161
ILAND,dischma,historic,future,6,high_future,beta,7.7901649121383825,8.506031257315447
ILAND,dischma,historic,future,6,low,alpha,4.518157104000389,5.166786849496609
ILAND,dischma,historic,future,6,low,beta,4.291213541681905,7.237429893737485
ILAND,dischma,historic,future,6,no,prod,5.126139694834013,5.728214540826556
ILAND,dischma,historic,future,7,high,alpha,9.555426783330383,6.785266917695103
ILAND,dischma,historic,future,7,high,beta,12.035863768478247,9.256761020906438
ILAND,dischma,historic,future,7,high_future,alpha,8.109037131322495,7.853568215683787
ILAND,dischma,historic,future,7,high_future,beta,7.999253369773654,8.682500197261414
ILAND,dischma,historic,future,7,low,alpha,4.634679898627339,5.908440714722271
ILAND,dischma,historic,future,7,low,beta,4.0989523051996954,7.684461487877316
ILAND,dischma,historic,future,7,no,prod,5.235454625968548,5.6877339343255535
ILAND,dischma,historic,future,8,high,alpha,9.781540816566455,6.528314628520176
ILAND,dischma,historic,future,8,high,beta,12.058863241387648,9.436862907908182
ILAND,dischma,historic,future,8,high_future,alpha,8.448918706690515,8.37336041128503
ILAND,dischma,historic,future,8,high_future,beta,8.308233648225269,8.5989264678117
ILAND,dischma,historic,future,8,low,alpha,4.972188391722515,4.563702606071065
ILAND,dischma,historic,future,8,low,beta,4.601248523238315,6.433437135930473
ILAND,dischma,historic,future,8,no,prod,5.1045782994859525,5.629413230473493
ILAND,dischma,historic,future,9,high,alpha,9.575145150637582,6.794514505509763
ILAND,dischma,historic,future,9,high,beta,11.767265764733693,8.79690505103317
ILAND,dischma,historic,future,9,high_future,alpha,8.201602347373464,8.180731720677729
ILAND,dischma,historic,future,9,high_future,beta,7.6570732715996765,7.75127382847705
ILAND,dischma,historic,future,9,low,alpha,4.747562772897405,5.544602637052353
ILAND,dischma,historic,future,9,low,beta,4.307407674977573,7.2113432745007104
ILAND,dischma,historic,future,9,no,prod,4.662573250206505,5.692982307194902
ILAND,dischma,historic,future,10,high,alpha,9.156985006868263,6.421356459099152
ILAND,dischma,historic,future,10,high,beta,11.825597647480638,8.963662286649367
ILAND,dischma,historic,future,10,high_future,alpha,7.866829657838738,8.365254551002934
ILAND,dischma,historic,future,10,high_future,beta,7.81658923613831,8.35040501707971
ILAND,dischma,historic,future,10,low,alpha,4.159318448373374,4.768930355836314
ILAND,dischma,historic,future,10,low,beta,4.085426807877955,7.569931005968969
ILAND,dischma,historic,future,10,no,prod,4.656187697734157,6.3597051326052965
ILAND,dischma,historic,future,11,high,alpha,9.576705240136347,6.338748919982677
ILAND,dischma,historic,future,11,high,beta,12.03031670787495,8.986845284178088
ILAND,dischma,historic,future,11,high_future,alpha,8.141672554573795,7.776798270365434
ILAND,dischma,historic,future,11,high_future,beta,7.814524189385922,8.055154488863584
ILAND,dischma,historic,future,11,low,alpha,4.58373205387266,4.909343560407585
ILAND,dischma,historic,future,11,low,beta,4.453963148443241,6.890995922088311
ILAND,dischma,historic,future,11,no,prod,5.0360171780712095,6.484682992609496
ILAND,dischma,historic,future,12,high,alpha,9.27307682972096,6.263127565986403
ILAND,dischma,historic,future,12,high,beta,12.13494896116914,9.228092764140264
ILAND,dischma,historic,future,12,high_future,alpha,8.006158354028845,7.968623385739236
ILAND,dischma,historic,future,12,high_future,beta,8.75146777054396,9.02378536634945
ILAND,dischma,historic,future,12,low,alpha,5.885204347015374,4.627584031440373
ILAND,dischma,historic,future,12,low,beta,4.623816320828076,6.970214377127229
ILAND,dischma,historic,future,12,no,prod,4.716012671120004,5.639649952569319
ILAND,dischma,historic,future,13,high,alpha,10.06266347844969,7.6988411785038835
ILAND,dischma,historic,future,13,high,beta,12.269075568690848,9.746761855074338
ILAND,dischma,historic,future,13,high_future,alpha,8.46321951988744,7.277408907082654
ILAND,dischma,historic,future,13,high_future,beta,8.061122038632304,7.983031526004229
ILAND,dischma,historic,future,13,low,alpha,5.099292867868194,6.441812669141207
ILAND,dischma,historic,future,13,low,beta,4.440935420547351,6.336392364003797
ILAND,dischma,historic,future,13,no,prod,4.983527899171748,5.01607755330323
ILAND,dischma,historic,future,14,high,alpha,9.594776799549713,6.997326998036082
ILAND,dischma,historic,future,14,high,beta,12.133985526219991,9.067221345052587
ILAND,dischma,historic,future,14,high_future,alpha,7.876692207076844,7.773644876745811
ILAND,dischma,historic,future,14,high_future,beta,8.065862457467276,9.141404850945671
ILAND,dischma,historic,future,14,low,alpha,5.059449926897297,6.614854559218262
ILAND,dischma,historic,future,14,low,beta,4.24898577124995,6.333856243562096
ILAND,dischma,historic,future,14,no,prod,4.990904110755376,4.984068506235462
ILAND,dischma,historic,future,15,high,alpha,10.148582311223658,7.611385174943357
ILAND,dischma,historic,future,15,high,beta,12.29212832905258,9.26748990315622
ILAND,dischma,historic,future,15,high_future,alpha,8.655476952486453,7.190213947537169
ILAND,dischma,historic,future,15,high_future,beta,8.211879703667723,8.76032950091915
ILAND,dischma,historic,future,15,low,alpha,5.129181521617662,5.085016046189325
ILAND,dischma,historic,future,15,low,beta,4.67442352856373,6.663824620800137
ILAND,dischma,historic,future,15,no,prod,4.958748238650445,6.243346704154427
ILAND,dischma,historic,future,16,high,alpha,10.201501905204221,7.704921048939004
ILAND,dischma,historic,future,16,high,beta,12.596579836675442,10.081558666895154
ILAND,dischma,historic,future,16,high_future,alpha,8.665744239717768,7.210690081457289
ILAND,dischma,historic,future,16,high_future,beta,8.340809478456176,8.319625584356864
ILAND,dischma,historic,future,16,low,alpha,5.565587841494928,6.3050232846628225
ILAND,dischma,historic,future,16,low,beta,4.5117404459538095,5.496248122095486
ILAND,dischma,historic,future,16,no,prod,5.256235898243871,4.531921469337966
ILAND,dischma,historic,future,17,high,alpha,9.62816640594432,6.951770535894249
ILAND,dischma,historic,future,17,high,beta,12.521832194100998,9.422608987562063
ILAND,dischma,historic,future,17,high_future,alpha,8.277019126308808,7.107046828867618
ILAND,dischma,historic,future,17,high_future,beta,8.762269825234467,9.426084974562864
ILAND,dischma,historic,future,17,low,alpha,5.52152213028814,5.767185473542188
ILAND,dischma,historic,future,17,low,beta,4.259668638039344,5.4778433267634385
ILAND,dischma,historic,future,17,no,prod,4.736018508207466,5.406286760519695
ILAND,dischma,historic,future,18,high,alpha,9.568119780664446,6.906916782986842
ILAND,dischma,historic,future,18,high,beta,11.627071954681858,8.941666831978
ILAND,dischma,historic,future,18,high_future,alpha,8.429742028911141,8.105763631714408
ILAND,dischma,historic,future,18,high_future,beta,7.717585735724144,8.6590255668867009
ILAND,dischma,historic,future,18,low,alpha,4.886059446126874,4.378014245179759
ILAND,dischma,historic,future,18,low,beta,4.758869685125021,7.601477106960594
ILAND,dischma,historic,future,18,no,prod,5.195436173750928,6.2429492900539785
ILAND,dischma,historic,future,19,high,alpha,10.043759453543592,7.586639318783314
ILAND,dischma,historic,future,19,high,beta,12.44369299568379,9.708759708332819
ILAND,dischma,historic,future,19,high_future,alpha,8.398292083439731,6.7910941789477155
ILAND,dischma,historic,future,19,high_future,beta,8.286440244034686,8.025840934700136
ILAND,dischma,historic,future,19,low,alpha,5.2440100912389624,6.317803397955153
ILAND,dischma,historic,future,19,low,beta,4.407119540093821,6.058296512449851
ILAND,dischma,historic,future,19,no,prod,5.215429451684548,4.536736423047499
ILAND,dischma,historic,future,20,high,alpha,9.421848666210906,5.667736812344739
ILAND,dischma,historic,future,20,high,beta,12.308271360422916,9.329727866609105
ILAND,dischma,historic,future,20,high_future,alpha,8.244520620994884,7.7272650288901765
ILAND,dischma,historic,future,20,high_future,beta,8.66540267141652,8.596267047582314
ILAND,dischma,historic,future,20,low,alpha,5.381388347588084,4.611226539728507
ILAND,dischma,historic,future,20,low,beta,4.487322795630873,7.711608921089007
ILAND,dischma,historic,future,20,no,prod,5.043519089896142,5.511198493123883
ILAND,dischma,historic,historic,1,high,alpha,10.33383888929698,7.508414854212658
ILAND,dischma,historic,historic,1,high,beta,12.76372104033619,9.924707729422222
ILAND,dischma,historic,historic,1,high_future,alpha,8.839981949618307,7.588581298561987
ILAND,dischma,historic,historic,1,high_future,beta,8.953074131573112,8.938153764808751
ILAND,dischma,historic,historic,1,low,alpha,5.8924219645798,5.306850342829512
ILAND,dischma,historic,historic,1,low,beta,4.658380830267874,6.498750046672687
ILAND,dischma,historic,historic,1,no,prod,5.085867178085238,5.3744763732135965
ILAND,dischma,historic,historic,2,high,alpha,10.421632885011462,6.860559429064607
ILAND,dischma,historic,historic,2,high,beta,12.452662603430346,9.17373674264236
ILAND,dischma,historic,historic,2,high_future,alpha,8.763855669894921,7.555444096850827
ILAND,dischma,historic,historic,2,high_future,beta,9.094094558128338,10.297320129838955
ILAND,dischma,historic,historic,2,low,alpha,5.785014108086387,4.360129591339035
ILAND,dischma,historic,historic,2,low,beta,4.862024963497271,7.029765657836521
ILAND,dischma,historic,historic,2,no,prod,4.962317822443668,5.0135248050497205
ILAND,dischma,historic,historic,3,high,alpha,10.350697254743237,6.802133380813396
ILAND,dischma,historic,historic,3,high,beta,12.519253327998975,9.31872545661012
ILAND,dischma,historic,historic,3,high_future,alpha,8.90740379469365,7.896789627854711
ILAND,dischma,historic,historic,3,high_future,beta,9.223839548271611,9.957155688998778
ILAND,dischma,historic,historic,3,low,alpha,5.926600915654412,5.186742930390813
ILAND,dischma,historic,historic,3,low,beta,4.892659194826018,6.71556725980459
ILAND,dischma,historic,historic,3,no,prod,5.421675060163285,5.451976126124807
ILAND,dischma,historic,historic,4,high,alpha,10.317038290699175,7.801331945157555
ILAND,dischma,historic,historic,4,high,beta,12.244813475703761,9.360635862419675
ILAND,dischma,historic,historic,4,high_future,alpha,8.726056194832259,7.968452759373037
ILAND,dischma,historic,historic,4,high_future,beta,8.37305629203422,8.660435660916859
ILAND,dischma,historic,historic,4,low,alpha,5.081434283406215,5.288125442074806
ILAND,dischma,historic,historic,4,low,beta,4.495265486214372,7.065418458361612
ILAND,dischma,historic,historic,4,no,prod,5.501472917131411,6.354518890467209
ILAND,dischma,historic,historic,5,high,alpha,10.069492090692691,7.030721083492616
ILAND,dischma,historic,historic,5,high,beta,12.363056665943372,9.255792266994229
ILAND,dischma,historic,historic,5,high_future,alpha,8.61393485199273,7.835898664452174
ILAND,dischma,historic,historic,5,high_future,beta,8.66173772027999,9.057158197737495
ILAND,dischma,historic,historic,5,low,alpha,5.442486672996654,4.518007753374467
ILAND,dischma,historic,historic,5,low,beta,4.7063081120004675,7.328984050893443
ILAND,dischma,historic,historic,5,no,prod,5.145913870148614,5.206460151687012
ILAND,dischma,historic,historic,6,high,alpha,10.589993238352138,7.452968373065776
ILAND,dischma,historic,historic,6,high,beta,12.043673094922877,9.102410687391767
ILAND,dischma,historic,historic,6,high_future,alpha,9.102284431011153,7.9858482091794
ILAND,dischma,historic,historic,6,high_future,beta,8.428656599970543,9.046106763400212
ILAND,dischma,historic,historic,6,low,alpha,5.720228823598614,5.552294566735879
ILAND,dischma,historic,historic,6,low,beta,5.251666346290876,7.368050287770207
ILAND,dischma,historic,historic,6,no,prod,5.568941176437361,5.764342844150511
ILAND,dischma,historic,historic,7,high,alpha,10.579393920185655,7.749923772526797
ILAND,dischma,historic,historic,7,high,beta,12.475375771357829,9.44051453974625
ILAND,dischma,historic,historic,7,high_future,alpha,8.951583501821455,6.925063577375008
ILAND,dischma,historic,historic,7,high_future,beta,8.32374062825092,8.443042231132146
ILAND,dischma,historic,historic,7,low,alpha,5.228106535207825,5.896681679722992
ILAND,dischma,historic,historic,7,low,beta,4.448729549964016,6.257085794800631
ILAND,dischma,historic,historic,7,no,prod,5.313280499961846,5.029119248536843
ILAND,dischma,historic,historic,8,high,alpha,10.336347028528266,7.315790764456788
ILAND,dischma,historic,historic,8,high,beta,12.653806971626965,9.784547327789596
ILAND,dischma,historic,historic,8,high_future,alpha,8.695095857192996,7.381303194652888
ILAND,dischma,historic,historic,8,high_future,beta,8.765067787955164,8.966658328049446
ILAND,dischma,historic,historic,8,low,alpha,5.850489347417452,5.742636428854424
ILAND,dischma,historic,historic,8,low,beta,4.608276832616002,6.479173643899926
ILAND,dischma,historic,historic,8,no,prod,4.982329344311131,4.8369728686867095
ILAND,dischma,historic,historic,9,high,alpha,10.002841922879544,6.525754032142183
ILAND,dischma,historic,historic,9,high,beta,12.325751021439098,9.55824077565612
ILAND,dischma,historic,historic,9,high_future,alpha,8.606050686480533,7.888213824145495
ILAND,dischma,historic,historic,9,high_future,beta,8.678327386851455,9.579734772041837
ILAND,dischma,historic,historic,9,low,alpha,5.653305689921783,5.439592132397657
ILAND,dischma,historic,historic,9,low,beta,4.788006391488442,6.381342156519787
ILAND,dischma,historic,historic,9,no,prod,5.254664804909374,5.57963502771174
ILAND,dischma,historic,historic,10,high,alpha,10.467434246892964,7.215068891595351
ILAND,dischma,historic,historic,10,high,beta,12.696148814595224,9.76349790152918
ILAND,dischma,historic,historic,10,high_future,alpha,9.132452857819704,7.695431194549932
ILAND,dischma,historic,historic,10,high_future,beta,9.080602914789699,9.562459980698705
ILAND,dischma,historic,historic,10,low,alpha,6.1879197817636165,5.6197259659347365
ILAND,dischma,historic,historic,10,low,beta,5.740246686815516,7.723724029920141
ILAND,dischma,historic,historic,10,no,prod,5.974345952005947,5.5356193567963805
ILAND,dischma,historic,historic,11,high,alpha,10.067829824563809,7.237171304177473
ILAND,dischma,historic,historic,11,high,beta,12.25585093269517,9.294546095628837
ILAND,dischma,historic,historic,11,high_future,alpha,8.590044087291012,7.862316788385887
ILAND,dischma,historic,historic,11,high_future,beta,8.365778825749711,9.791170050834435
ILAND,dischma,historic,historic,11,low,alpha,5.513007511613214,5.215841210033485
ILAND,dischma,historic,historic,11,low,beta,4.463153864833193,6.840116484723725
ILAND,dischma,historic,historic,11,no,prod,5.15347000824849,5.787263097078401
ILAND,dischma,historic,historic,12,high,alpha,10.261249030937165,6.5201867510313996
ILAND,dischma,historic,historic,12,high,beta,12.830503381989681,9.748297621414457
ILAND,dischma,historic,historic,12,high_future,alpha,8.828954649928638,7.925321406526492
ILAND,dischma,historic,historic,12,high_future,beta,9.30632181193764,9.965808872008694
ILAND,dischma,historic,historic,12,low,alpha,6.2877003600897945,4.958391230243325
ILAND,dischma,historic,historic,12,low,beta,5.146651009186242,6.663930871074031
ILAND,dischma,historic,historic,12,no,prod,5.4778218238974485,5.088315140307776
ILAND,dischma,historic,historic,13,high,alpha,10.346522645996442,6.793590273513776
ILAND,dischma,historic,historic,13,high,beta,12.637104476969158,9.653372814441342
ILAND,dischma,historic,historic,13,high_future,alpha,9.217490011149957,8.017491691281643
ILAND,dischma,historic,historic,13,high_future,beta,9.416374629937708,9.750341686713403
ILAND,dischma,historic,historic,13,low,alpha,6.075804830908687,5.1004716200363704
ILAND,dischma,historic,historic,13,low,beta,5.797419436187112,7.466319640422789
ILAND,dischma,historic,historic,13,no,prod,5.5301349668863224,5.734559536567458
ILAND,dischma,historic,historic,14,high,alpha,10.504977246678383,7.331347954543375
ILAND,dischma,historic,historic,14,high,beta,12.664914901342264,10.023495946073844
ILAND,dischma,historic,historic,14,high_future,alpha,8.801424398007116,7.733832579115273
ILAND,dischma,historic,historic,14,high_future,beta,8.643492058865538,8.662865597685851
ILAND,dischma,historic,historic,14,low,alpha,5.27567408246877,4.900086099706717
ILAND,dischma,historic,historic,14,low,beta,4.90785898103871,7.097145301685264
ILAND,dischma,historic,historic,14,no,prod,4.95933491721243,5.8372780499345955
ILAND,dischma,historic,historic,15,high,alpha,10.732266355535398,7.930590837566334
ILAND,dischma,historic,historic,15,high,beta,12.360506783794364,9.392701335377927
ILAND,dischma,historic,historic,15,high_future,alpha,8.983588242034248,7.729149422071045
ILAND,dischma,historic,historic,15,high_future,beta,7.9513458219582045,8.245021055321516
ILAND,dischma,historic,historic,15,low,alpha,5.525087317125756,5.975520897023993
ILAND,dischma,historic,historic,15,low,beta,5.2816997453974315,7.160644246638806
ILAND,dischma,historic,historic,15,no,prod,5.571856590458281,5.286445440945651
ILAND,dischma,historic,historic,16,high,alpha,9.993251149445113,6.8136073513032445
ILAND,dischma,historic,historic,16,high,beta,12.379652095741836,9.480070998538524
ILAND,dischma,historic,historic,16,high_future,alpha,8.664028657471725,7.9461144952162055
ILAND,dischma,historic,historic,16,high_future,beta,8.51476569839969,8.864310461089259
ILAND,dischma,historic,historic,16,low,alpha,5.730478915851197,4.631911035726091
ILAND,dischma,historic,historic,16,low,beta,4.78053340935739,6.744270765116312
ILAND,dischma,historic,historic,16,no,prod,5.081944545385399,5.180460778827484
ILAND,dischma,historic,historic,17,high,alpha,10.079240358362286,7.107520389884871
ILAND,dischma,historic,historic,17,high,beta,12.156109974900746,9.121107641268868
ILAND,dischma,historic,historic,17,high_future,alpha,8.37973792658799,7.75455190359798
ILAND,dischma,historic,historic,17,high_future,beta,8.107048372286375,8.172902171129042
ILAND,dischma,historic,historic,17,low,alpha,5.201445668411219,4.870562733361235
ILAND,dischma,historic,historic,17,low,beta,4.3899908943381,6.936862339061613
ILAND,dischma,historic,historic,17,no,prod,4.8090071865818445,5.548693482505377
ILAND,dischma,historic,historic,18,high,alpha,9.998687301684615,6.647996288370561
ILAND,dischma,historic,historic,18,high,beta,12.280433219346989,9.256452455241249
ILAND,dischma,historic,historic,18,high_future,alpha,8.84785460976773,8.336274222249344
ILAND,dischma,historic,historic,18,high_future,beta,9.29906146268639,10.477980500344866
ILAND,dischma,historic,historic,18,low,alpha,5.613353006483,4.705135956413789
ILAND,dischma,historic,historic,18,low,beta,5.408003552231758,8.300737244859164
ILAND,dischma,historic,historic,18,no,prod,5.530691733546701,6.292964919346156
ILAND,dischma,historic,historic,19,high,alpha,11.084566638183961,8.5603955451247291
ILAND,dischma,historic,historic,19,high,beta,13.015686472631788,10.18060485788143
ILAND,dischma,historic,historic,19,high_future,alpha,9.246224104672274,7.254902087681186
ILAND,dischma,historic,historic,19,high_future,beta,8.499010235505853,8.078770140650422
ILAND,dischma,historic,historic,19,low,alpha,5.646554758935066,6.179893536526401
ILAND,dischma,historic,historic,19,low,beta,4.845128073917452,6.211142591587158
ILAND,dischma,historic,historic,19,no,prod,5.37129529735109,5.351259149457675
ILAND,dischma,historic,historic,20,high,alpha,10.333079440085788,7.5985834911014845
ILAND,dischma,historic,historic,20,high,beta,12.618424127732508,9.878070268355337
ILAND,dischma,historic,historic,20,high_future,alpha,8.595920297105563,7.360684228898048
ILAND,dischma,historic,historic,20,high_future,beta,8.222492545011235,8.157669750605095
ILAND,dischma,historic,historic,20,low,alpha,5.516413047372654,5.913219061857792
ILAND,dischma,historic,historic,20,low,beta,4.3938221190991396,6.541359402191457
ILAND,dischma,historic,historic,20,no,prod,5.05706799836739,4.9416826215647625
ILAND,dischma,historic,no,1,high,alpha,11.742531610084823,8.344492960131724
ILAND,dischma,historic,no,1,high,beta,13.093563292126609,10.375418439465843
ILAND,dischma,historic,no,1,high_future,alpha,9.957852408016295,7.58114783168593
ILAND,dischma,historic,no,1,high_future,beta,9.2872122233345,9.722272854701004
ILAND,dischma,historic,no,1,low,alpha,6.762356958454439,5.986458527342147
ILAND,dischma,historic,no,1,low,beta,5.577831706313143,6.2785727682757395
ILAND,dischma,historic,no,1,no,prod,5.865305891419993,4.686137711786629
ILAND,dischma,historic,no,2,high,alpha,11.729412928518247,8.402405228381811
ILAND,dischma,historic,no,2,high,beta,13.22406414975048,10.406224010542049
ILAND,dischma,historic,no,2,high_future,alpha,10.024020340921846,7.567077877303927
ILAND,dischma,historic,no,2,high_future,beta,9.324610383336461,10.174419126864862
ILAND,dischma,historic,no,2,low,alpha,6.714466267757434,5.975698692107359
ILAND,dischma,historic,no,2,low,beta,5.6068967154223035,6.285849786213447
ILAND,dischma,historic,no,2,no,prod,5.895776130840697,4.724329756940988
ILAND,dischma,historic,no,3,high,alpha,11.72551316181587,8.239320825702654
ILAND,dischma,historic,no,3,high,beta,13.119269859507115,10.016483751349623
ILAND,dischma,historic,no,3,high_future,alpha,10.015087955284407,7.325442496591428
ILAND,dischma,historic,no,3,high_future,beta,9.323653753642008,9.932653864414238
ILAND,dischma,historic,no,3,low,alpha,6.734349625847457,5.860941260736714
ILAND,dischma,historic,no,3,low,beta,5.573850394385628,6.268177242034039
ILAND,dischma,historic,no,3,no,prod,5.856041756599986,4.786118848531086
ILAND,dischma,historic,no,4,high,alpha,11.695408044190666,8.336034674982018
ILAND,dischma,historic,no,4,high,beta,13.106601146695427,9.828942081104074
ILAND,dischma,historic,no,4,high_future,alpha,10.020840685365135,7.593383447067352
ILAND,dischma,historic,no,4,high_future,beta,9.328948100670516,9.606557663809557
ILAND,dischma,historic,no,4,low,alpha,6.848347368606586,6.026359182351944
ILAND,dischma,historic,no,4,low,beta,5.63557665500283,6.441881310586855
ILAND,dischma,historic,no,4,no,prod,5.908395229136158,4.8320343190483
ILAND,dischma,historic,no,5,high,alpha,11.730643355177847,8.331359944227252
ILAND,dischma,historic,no,5,high,beta,13.141643646827198,10.000066152131206
ILAND,dischma,historic,no,5,high_future,alpha,9.958223933822945,7.63933840971102
ILAND,dischma,historic,no,5,high_future,beta,9.2879000641681,9.724537575045328
ILAND,dischma,historic,no,5,low,alpha,6.746474829202152,5.892356408859398
ILAND,dischma,historic,no,5,low,beta,5.63722902757388,6.369333769337734
ILAND,dischma,historic,no,5,no,prod,5.8208638505462975,4.7134478797087285
ILAND,dischma,historic,no,6,high,alpha,11.807720108304242,8.468072567680846
ILAND,dischma,historic,no,6,high,beta,13.126634793489119,10.247014803104536
ILAND,dischma,historic,no,6,high_future,alpha,9.971635111995797,7.479827308676736
ILAND,dischma,historic,no,6,high_future,beta,9.386296483208573,9.61750183366244
ILAND,dischma,historic,no,6,low,alpha,6.779983209719765,5.949699967284691
ILAND,dischma,historic,no,6,low,beta,5.715091153924169,6.479888108256635
ILAND,dischma,historic,no,6,no,prod,5.8667548619487775,4.773850509013064
ILAND,dischma,historic,no,7,high,alpha,11.692328319373573,8.489486697789781
ILAND,dischma,historic,no,7,high,beta,13.12823307852978,10.0891543075132
ILAND,dischma,historic,no,7,high_future,alpha,9.895947079122285,7.775498202740215
ILAND,dischma,historic,no,7,high_future,beta,9.366541770218708,9.655200237486818
ILAND,dischma,historic,no,7,low,alpha,6.8105919739235254,5.985658652790392
ILAND,dischma,historic,no,7,low,beta,5.6122829601297575,6.306041998382048
ILAND,dischma,historic,no,7,no,prod,5.889507491620201,4.77519244763013
ILAND,dischma,historic,no,8,high,alpha,11.747331092519191,8.56017113268891
ILAND,dischma,historic,no,8,high,beta,13.10938653170253,10.009512257553094
ILAND,dischma,historic,no,8,high_future,alpha,10.01689144381298,7.450395214026346
ILAND,dischma,historic,no,8,high_future,beta,9.133307544382399,9.444422018865856
ILAND,dischma,historic,no,8,low,alpha,6.745373023748785,5.9198082706454365
ILAND,dischma,historic,no,8,low,beta,5.613888109914395,6.344829982654167
ILAND,dischma,historic,no,8,no,prod,5.86031530034102,4.804153569747686
ILAND,dischma,historic,no,9,high,alpha,11.763514861814217,8.416090318487903
ILAND,dischma,historic,no,9,high,beta,13.196905043590576,10.116092670019416
ILAND,dischma,historic,no,9,high_future,alpha,10.081394356248321,7.396259918367116
ILAND,dischma,historic,no,9,high_future,beta,9.365374762284132,9.74123156883038
ILAND,dischma,historic,no,9,low,alpha,6.677894322904414,5.93902603969391
ILAND,dischma,historic,no,9,low,beta,5.630588101141021,6.379855005428875
ILAND,dischma,historic,no,9,no,prod,5.888926781572176,4.718128733465646
ILAND,dischma,historic,no,10,high,alpha,11.74610638184482,8.411974535720278
ILAND,dischma,historic,no,10,high,beta,13.20597311487094,10.149236811428038
ILAND,dischma,historic,no,10,high_future,alpha,10.008427473185895,7.414144348129604
ILAND,dischma,historic,no,10,high_future,beta,9.328125057136617,9.907949781436203
ILAND,dischma,historic,no,10,low,alpha,6.7724756793943826,6.1175153023848345
ILAND,dischma,historic,no,10,low,beta,5.658491716388374,6.4254131353339865
ILAND,dischma,historic,no,10,no,prod,5.856547787781173,4.718520113745202
ILAND,dischma,historic,no,11,high,alpha,11.826608123630864,8.662352044853247
ILAND,dischma,historic,no,11,high,beta,13.137845228084977,10.241527977467234
ILAND,dischma,historic,no,11,high_future,alpha,9.919742710465966,7.632714850390506
ILAND,dischma,historic,no,11,high_future,beta,9.366327313291452,9.99026238104961
ILAND,dischma,historic,no,11,low,alpha,6.788366566942641,5.908867715134872
ILAND,dischma,historic,no,11,low,beta,5.668393313907483,6.458850059271337
ILAND,dischma,historic,no,11,no,prod,5.892469865652809,4.7673910168330735
ILAND,dischma,historic,no,12,high,alpha,11.774275264935543,8.468691139638725
ILAND,dischma,historic,no,12,high,beta,13.162828432782428,10.202929570874868
ILAND,dischma,historic,no,12,high_future,alpha,10.04867957659738,7.504010213012628
ILAND,dischma,historic,no,12,high_future,beta,9.435876563243047,9.894453915628297
ILAND,dischma,historic,no,12,low,alpha,6.8568492162981265,6.0273859959275224
