model,climate,year,species,AGB,AGB_ha,landscape
ILAND,RCP45,920,fasy,170217873.342,184.41806429252438,dischma
ILAND,RCP45,920,frex,31264.337,0.03387252112676056,dischma
ILAND,RCP45,920,lade,1244752.685,1.3485944582881908,dischma
ILAND,RCP45,920,piab,152364069.02,165.07483100758398,dischma
ILAND,RCP45,920,pice,797087.898,0.8635838548212351,dischma
ILAND,RCP45,920,pisy,4769.566,0.005167460455037919,dischma
ILAND,RCP45,920,poni,802.425,8.693661971830985e-4,dischma
ILAND,RCP45,920,potr,15626.045,0.016929626218851572,dischma
ILAND,RCP45,920,qupe,180039.477,0.1950590216684724,dischma
ILAND,RCP45,920,quro,124217.978,0.1345806912242687,dischma
ILAND,RCP45,920,saca,172.448,1.8683423618634886e-4,dischma
ILAND,RCP45,920,soar,62251.106999999996,0.0674443196099675,dischma
ILAND,RCP45,920,soau,5293.294,0.005734879739978331,dischma
ILAND,RCP45,920,tico,66643.106,0.0722027150595883,dischma
ILAND,RCP45,920,tipl,14561.559,0.015776336944745395,dischma
ILAND,RCP45,920,ulgl,15466.056,0.016756290357529794,dischma
ILAND,RCP45,930,abal,85874908.473,93.03890408775732,dischma
ILAND,RCP45,930,acca,532.504,5.769274106175514e-4,dischma
ILAND,RCP45,930,acpl,4581.792,0.004964021668472373,dischma
ILAND,RCP45,930,acps,119003.785,0.128931511375948,dischma
ILAND,RCP45,930,algl,22034.345,0.023872529794149513,dischma
ILAND,RCP45,930,alin,4579.319,0.004961342361863489,dischma
ILAND,RCP45,930,alvi,440.549,4.773011917659805e-4,dischma
ILAND,RCP45,930,bepe,30054.736,0.03256201083423619,dischma
ILAND,RCP45,930,cabe,47592.915,0.05156328819068256,dischma
ILAND,RCP45,930,casa,17.139,1.8568797399783314e-5,dischma
ILAND,RCP45,930,coav,251.885,2.7289815817984833e-4,dischma
ILAND,RCP45,930,fasy,168825844.017,182.909906843987,dischma
ILAND,RCP45,930,frex,25881.556,0.028040689057421454,dischma
ILAND,RCP45,930,lade,1103126.827,1.19515365872156,dischma
ILAND,RCP45,930,piab,152377532.725,165.08941790357528,dischma
ILAND,RCP45,930,pice,710430.823,0.7696975330444203,dischma
ILAND,RCP45,930,pisy,3374.987,0.0036565406283856987,dischma
ILAND,RCP45,930,poni,683.103,7.400899241603466e-4,dischma
ILAND,RCP45,930,potr,8606.632,0.009324628385698808,dischma
ILAND,RCP45,930,qupe,155830.758,0.16883072372697724,dischma
ILAND,RCP45,930,quro,108804.827,0.11788171939328278,dischma
ILAND,RCP45,930,saca,101.676,1.101581798483207e-4,dischma
ILAND,RCP45,930,soar,28279.386,0.03063855471289274,dischma
ILAND,RCP45,930,soau,2122.478,0.0022995427952329363,dischma
ILAND,RCP45,930,tico,45028.755,0.04878521668472372,dischma
ILAND,RCP45,930,tipl,6962.318,0.007543139761646804,dischma
ILAND,RCP45,930,ulgl,11373.344,0.012322149512459371,dischma
ILAND,RCP45,940,abal,86442318.902,93.65364994799566,dischma
ILAND,RCP45,940,acca,480.708,5.208104008667389e-4,dischma
ILAND,RCP45,940,acpl,4668.364,0.005057815817984832,dischma
ILAND,RCP45,940,acps,117596.522,0.127406849404117,dischma
ILAND,RCP45,940,algl,24242.734,0.02626515059588299,dischma
ILAND,RCP45,940,alin,6130.864,0.006642322860238353,dischma
ILAND,RCP45,940,alvi,633.274,6.86104008667389e-4,dischma
ILAND,RCP45,940,bepe,37420.259,0.04054199241603467,dischma
ILAND,RCP45,940,cabe,41250.189,0.044691429035752975,dischma
ILAND,RCP45,940,casa,6.274,6.797399783315276e-6,dischma
ILAND,RCP45,940,coav,364.467,3.9487215601300107e-4,dischma
ILAND,RCP45,940,fasy,168075070.325,182.09650089382447,dischma
ILAND,RCP45,940,frex,27091,0.029351029252437703,dischma
ILAND,RCP45,940,lade,1085102.871,1.1756260790899242,dischma
ILAND,RCP45,940,piab,151478098.763,164.11494990574215,dischma
ILAND,RCP45,940,pice,683145.063,0.7401354962080173,dischma
ILAND,RCP45,940,pisy,3668.619,0.003974668472372698,dischma
ILAND,RCP45,940,poni,788.931,8.547464788732394e-4,dischma
ILAND,RCP45,940,potr,12370.529,0.0134025232936078,dischma
ILAND,RCP45,940,qupe,152252.292,0.16495372914409534,dischma
ILAND,RCP45,940,quro,104793.718,0.11353598916576381,dischma
ILAND,RCP45,940,saca,136.466,1.4785048754062838e-4,dischma
ILAND,RCP45,940,soar,43555.766,0.04718934561213435,dischma
ILAND,RCP45,940,soau,3940.078,0.004268773564463705,dischma
ILAND,RCP45,940,tico,49334.631,0.053450304442036835,dischma
ILAND,RCP45,940,tipl,9966.199,0.010797615384615385,dischma
ILAND,RCP45,940,ulgl,13101.79,0.014194788732394367,dischma
ILAND,RCP45,950,abal,86351506.644,93.5552618028169,dischma
ILAND,RCP45,950,acca,570.904,6.185308775731311e-4,dischma
ILAND,RCP45,950,acpl,5003.046,0.0054204182015167935,dischma
ILAND,RCP45,950,acps,120952.473,0.13104276598049838,dischma
ILAND,RCP45,950,algl,19056.871,0.020646664138678224,dischma
ILAND,RCP45,950,alin,4274.267,0.004630841820151679,dischma
ILAND,RCP45,950,alvi,482.675,5.229414951245937e-4,dischma
ILAND,RCP45,950,bepe,37839.152,0.04099583098591549,dischma
ILAND,RCP45,950,cabe,38195.432,0.04138183315276273,dischma
ILAND,RCP45,950,casa,3.253,3.524377031419285e-6,dischma
ILAND,RCP45,950,coav,421.452,4.5661105092091006e-4,dischma
ILAND,RCP45,950,fasy,167285053.047,181.24057751570965,dischma
ILAND,RCP45,950,frex,26806.92,0.029043250270855903,dischma
ILAND,RCP45,950,lade,1097229.646,1.188764513542795,dischma
ILAND,RCP45,950,piab,151978602.484,164.65720745828818,dischma
ILAND,RCP45,950,pice,687762.369,0.7451379945828819,dischma
ILAND,RCP45,950,pisy,4248.746,0.004603191765980498,dischma
ILAND,RCP45,950,poni,775.551,8.402502708559047e-4,dischma
ILAND,RCP45,950,potr,13716.358,0.01486062621885157,dischma
ILAND,RCP45,950,qupe,158179.008,0.17137487323943662,dischma
ILAND,RCP45,950,qupu,20.035,2.1706392199349947e-5,dischma
ILAND,RCP45,950,quro,108859.079,0.11794049729144095,dischma
ILAND,RCP45,950,saca,89.229,9.667280606717226e-5,dischma
ILAND,RCP45,950,soar,44517.527,0.04823134019501625,dischma
ILAND,RCP45,950,soau,3608.526,0.003909562296858071,dischma
ILAND,RCP45,950,tico,51872.827,0.05620024593716143,dischma
ILAND,RCP45,950,tipl,11289.594,0.0122314127843987,dischma
ILAND,RCP45,950,ulgl,14488.234,0.015696894907908994,dischma
ILAND,RCP45,960,abal,85104976.643,92.20474175839654,dischma
ILAND,RCP45,960,acca,562.617,6.095525460455037e-4,dischma
ILAND,RCP45,960,acpl,4826.593,0.005229244853737811,dischma
ILAND,RCP45,960,acps,113787.549,0.12328011809317443,dischma
ILAND,RCP45,960,algl,16171.6,0.017520693391115928,dischma
ILAND,RCP45,960,alin,4650.507,0.005038469122426868,dischma
ILAND,RCP45,960,alvi,263.082,2.8502925243770313e-4,dischma
ILAND,RCP45,960,bepe,20765.338,0.02249765763813651,dischma
ILAND,RCP45,960,cabe,40167.389,0.04351829794149513,dischma
ILAND,RCP45,960,casa,2.389,2.588299024918743e-6,dischma
ILAND,RCP45,960,coav,326.399,3.536283856988082e-4,dischma
ILAND,RCP45,960,fasy,165283083.754,179.07159669989167,dischma
ILAND,RCP45,960,frex,22274.243,0.024132440953412784,dischma
ILAND,RCP45,960,lade,1099771.064,1.191517945828819,dischma
ILAND,RCP45,960,piab,151707666.283,164.36366877898158,dischma
ILAND,RCP45,960,pice,671616.769,0.7276454702058505,dischma
ILAND,RCP45,960,pisy,4865.31,0.005271191765980499,dischma
ILAND,RCP45,960,poni,666.617,7.222286023835319e-4,dischma
ILAND,RCP45,960,potr,11263.868,0.0122035406283857,dischma
ILAND,RCP45,960,qupe,157808.839,0.17097382340195016,dischma
ILAND,RCP45,960,quro,107510.969,0.11647992307692308,dischma
ILAND,RCP45,960,saca,93.875,1.0170639219934995e-4,dischma
ILAND,RCP45,960,soar,46527.77,0.0504092849404117,dischma
ILAND,RCP45,960,soau,3602.662,0.0039032091007583964,dischma
ILAND,RCP45,960,tico,53956.495,0.05845774106175515,dischma
ILAND,RCP45,960,tipl,12230.147,0.0132504301191766,dischma
ILAND,RCP45,960,ulgl,13098.846,0.014191599133261104,dischma
ILAND,RCP45,970,abal,86318540.267,93.51954525135429,dischma
ILAND,RCP45,970,acca,610.074,6.609685807150595e-4,dischma
ILAND,RCP45,970,acpl,4832.229,0.005235351029252438,dischma
ILAND,RCP45,970,acps,115392.71399999999,0.1250191917659805,dischma
ILAND,RCP45,970,algl,21674.869,0.023483065005417116,dischma
ILAND,RCP45,970,alin,6516.692,0.007060338028169014,dischma
ILAND,RCP45,970,alvi,595.012,6.446500541711809e-4,dischma
ILAND,RCP45,970,bepe,24490.07,0.026533120260021668,dischma
ILAND,RCP45,970,cabe,46511.777,0.05039195774647887,dischma
ILAND,RCP45,970,casa,12.121,1.3132177681473456e-5,dischma
ILAND,RCP45,970,coav,316.082,3.424507042253521e-4,dischma
ILAND,RCP45,970,fasy,166658942.074,180.56223409967498,dischma
ILAND,RCP45,970,frex,24505.858,0.026550225352112676,dischma
ILAND,RCP45,970,lade,1088141.984,1.1789187258938245,dischma
ILAND,RCP45,970,piab,153695147.097,166.51695243445286,dischma
ILAND,RCP45,970,pice,659171.561,0.7141620379198267,dischma
ILAND,RCP45,970,pisy,5301.435,0.005743699891657639,dischma
ILAND,RCP45,970,poni,842.719,9.130216684723728e-4,dischma
ILAND,RCP45,970,potr,14555.821,0.01577012026002167,dischma
ILAND,RCP45,970,qupe,156368.631,0.16941346803900326,dischma
ILAND,RCP45,970,qupu,14.177,1.5359696641386782e-5,dischma
ILAND,RCP45,970,quro,103881.965,0.1125481744312026,dischma
ILAND,RCP45,970,saca,174.234,1.8876923076923077e-4,dischma
ILAND,RCP45,970,soar,62357.679,0.06755978223185265,dischma
ILAND,RCP45,970,soau,5186.83,0.005619534127843987,dischma
ILAND,RCP45,970,tico,55629.315,0.06027011375947996,dischma
ILAND,RCP45,970,tipl,14006.102,0.015174541711809318,dischma
ILAND,RCP45,970,ulgl,13883.834,0.015042073672806067,dischma
ILAND,RCP45,980,abal,86863163.703,94.10960314517875,dischma
ILAND,RCP45,980,acca,623.628,6.756533044420369e-4,dischma
ILAND,RCP45,980,acpl,4330.03,0.004691256771397616,dischma
ILAND,RCP45,980,acps,105343.068,0.11413116793066089,dischma
ILAND,RCP45,980,algl,23222.92,0.02516026002166847,dischma
ILAND,RCP45,980,alin,5956.65,0.006453575297941495,dischma
ILAND,RCP45,980,alvi,603.536,6.538851570964246e-4,dischma
ILAND,RCP45,980,bepe,26259.424,0.02845008017334778,dischma
ILAND,RCP45,980,cabe,35776.294,0.03876088190682557,dischma
ILAND,RCP45,980,casa,2.035,2.2047670639219938e-6,dischma
ILAND,RCP45,980,coav,372.7,4.037919826652221e-4,dischma
ILAND,RCP45,980,fasy,167498291.577,181.4716051755146,dischma
ILAND,RCP45,980,frex,22978.093,0.02489500866738895,dischma
ILAND,RCP45,980,lade,1023631.658,1.1090267150595883,dischma
ILAND,RCP45,980,piab,153165703.325,165.9433405471289,dischma
ILAND,RCP45,980,pice,655662.764,0.7103605243770313,dischma
ILAND,RCP45,980,pisy,4234.938,0.004588231852654388,dischma
ILAND,RCP45,980,poni,758.723,8.220184182015167e-4,dischma
ILAND,RCP45,980,potr,11149.628,0.01207977031419285,dischma
ILAND,RCP45,980,qupe,142022.791,0.15387084615384616,dischma
ILAND,RCP45,980,quro,92238.685,0.0999335698808234,dischma
ILAND,RCP45,980,saca,134.894,1.4614734561213435e-4,dischma
ILAND,RCP45,980,soar,43910.265,0.047573418201516796,dischma
ILAND,RCP45,980,soau,3559.485,0.0038564301191765984,dischma
ILAND,RCP45,980,tico,44002.21,0.047673033586132174,dischma
ILAND,RCP45,980,tipl,9216.287,0.00998514301191766,dischma
ILAND,RCP45,980,ulgl,11673.813,0.012647684723726977,dischma
ILAND,RCP45,990,abal,88631191.107,96.02512579306608,dischma
ILAND,RCP45,990,acca,968.943,0.0010497757313109425,dischma
ILAND,RCP45,990,acpl,5373.46,0.0058217334777898155,dischma
ILAND,RCP45,990,acps,111871.329,0.12120404008667389,dischma
ILAND,RCP45,990,algl,23442.768,0.025398448537378115,dischma
ILAND,RCP45,990,alin,5640.434,0.006110979414951246,dischma
ILAND,RCP45,990,alvi,828.016,8.970920910075839e-4,dischma
ILAND,RCP45,990,bepe,33372.557,0.036156616468039006,dischma
ILAND,RCP45,990,cabe,30248.938,0.032772413867822314,dischma
ILAND,RCP45,990,casa,5.452999999999999,5.907908992416034e-6,dischma
ILAND,RCP45,990,coav,449.665,4.8717768147345616e-4,dischma
ILAND,RCP45,990,fasy,169381544.806,183.51196620368364,dischma
ILAND,RCP45,990,frex,25826.368,0.027980897074756227,dischma
ILAND,RCP45,990,lade,1046297.019,1.1335829024918742,dischma
ILAND,RCP45,990,piab,154793753.874,167.70720896424703,dischma
ILAND,RCP45,990,pice,669285.565,0.7251197887323944,dischma
ILAND,RCP45,990,pisy,4570.988,0.004952316359696641,dischma
ILAND,RCP45,990,poni,912.498,9.886218851570966e-4,dischma
ILAND,RCP45,990,potr,13491.421,0.014616924160346696,dischma
ILAND,RCP45,990,qupe,138548.388,0.15010659588299025,dischma
ILAND,RCP45,990,quro,93591.33,0.10139905742145179,dischma
ILAND,RCP45,990,saca,130.791,1.417020585048754e-4,dischma
ILAND,RCP45,990,soar,53562.192,0.05803054387865656,dischma
ILAND,RCP45,990,soau,4996.35,0.005413163596966414,dischma
ILAND,RCP45,990,tico,45433.552,0.04922378331527628,dischma
ILAND,RCP45,990,tipl,10638.617,0.011526128927410617,dischma
ILAND,RCP45,990,ulgl,13460.926,0.014583885157096424,dischma
ILAND,RCP45,1000,abal,88970764.692,96.39302783531961,dischma
ILAND,RCP45,1000,acca,880.338,9.537789815817984e-4,dischma
ILAND,RCP45,1000,acpl,4962.858,0.005376877573131094,dischma
ILAND,RCP45,1000,acps,106912.537,0.11583156771397617,dischma
ILAND,RCP45,1000,algl,19926.132,0.021588442036836405,dischma
ILAND,RCP45,1000,alin,3845.007,0.004165771397616468,dischma
ILAND,RCP45,1000,alvi,577.822,6.260260021668472e-4,dischma
ILAND,RCP45,1000,bepe,32569.905,0.03528700433369447,dischma
ILAND,RCP45,1000,cabe,23765.391,0.025747985915492957,dischma
ILAND,RCP45,1000,casa,5.041,5.461538461538462e-6,dischma
ILAND,RCP45,1000,coav,442.671,4.796002166847237e-4,dischma
ILAND,RCP45,1000,fasy,168755741.6,182.8339562296858,dischma
ILAND,RCP45,1000,frex,23153.16,0.0250846803900325,dischma
ILAND,RCP45,1000,lade,1041847.769,1.1287624799566631,dischma
ILAND,RCP45,1000,piab,155404786.377,168.36921600975083,dischma
ILAND,RCP45,1000,pice,658221.647,0.7131328786565547,dischma
ILAND,RCP45,1000,pisy,4207.001,0.004557964247020586,dischma
ILAND,RCP45,1000,poni,732.831,7.939664138678223e-4,dischma
ILAND,RCP45,1000,potr,11432.508,0.012386249187432285,dischma
ILAND,RCP45,1000,qupe,135788.92799999999,0.147116931744312,dischma
ILAND,RCP45,1000,qupu,19.145,2.0742145178764896e-5,dischma
ILAND,RCP45,1000,quro,88538.636,0.09592484940411701,dischma
ILAND,RCP45,1000,saca,112.311,1.2168039003250271e-4,dischma
ILAND,RCP45,1000,soar,41512.846,0.04497599783315276,dischma
ILAND,RCP45,1000,soau,3474.265,0.003764100758396533,dischma
ILAND,RCP45,1000,tico,43648.416,0.04728972481040086,dischma
ILAND,RCP45,1000,tipl,9389.767,0.01017309534127844,dischma
ILAND,RCP45,1000,ulgl,12402.26,0.013436901408450705,dischma
ILAND,RCP45,1010,abal,90692680.475,98.25859206392198,dischma
ILAND,RCP45,1010,acca,766.379,8.303131094257855e-4,dischma
ILAND,RCP45,1010,acpl,5098.2119999999995,0.0055235232936078,dischma
ILAND,RCP45,1010,acps,112766.914,0.12217433802816902,dischma
ILAND,RCP45,1010,algl,25102.218,0.027196335861321776,dischma
ILAND,RCP45,1010,alin,5726.961,0.006204724810400867,dischma
ILAND,RCP45,1010,alvi,750.728,8.133564463705308e-4,dischma
ILAND,RCP45,1010,bepe,38318.629,0.04151530769230769,dischma
ILAND,RCP45,1010,cabe,25961.315,0.02812710184182015,dischma
ILAND,RCP45,1010,casa,4.734,5.128927410617552e-6,dischma
ILAND,RCP45,1010,coav,351.905,3.812621885157096e-4,dischma
ILAND,RCP45,1010,fasy,171500287.961,185.80746257963162,dischma
ILAND,RCP45,1010,frex,25119.474,0.027215031419284937,dischma
ILAND,RCP45,1010,lade,1091182.859,1.1822132816901407,dischma
ILAND,RCP45,1010,piab,157617965.453,170.76702649295777,dischma
ILAND,RCP45,1010,pice,715913.574,0.7756376749729145,dischma
ILAND,RCP45,1010,pisy,4828.156,0.005230938244853738,dischma
ILAND,RCP45,1010,poni,699.609,7.579729144095342e-4,dischma
ILAND,RCP45,1010,potr,15772.432,0.017088225352112678,dischma
ILAND,RCP45,1010,qupe,138319.014,0.14985808667388947,dischma
ILAND,RCP45,1010,quro,88361.49,0.09573292524377032,dischma
ILAND,RCP45,1010,saca,131.292,1.422448537378115e-4,dischma
ILAND,RCP45,1010,soar,53879.348,0.05837415817984832,dischma
ILAND,RCP45,1010,soau,4779.192,0.005177889490790899,dischma
ILAND,RCP45,1010,tico,50149.995,0.054333689057421454,dischma
ILAND,RCP45,1010,tipl,13378.845,0.014494956663055255,dischma
ILAND,RCP45,1010,ulgl,13238.379,0.014342772481040088,dischma
ILAND,RCP45,1020,abal,86875440.235,94.1229038299025,dischma
ILAND,RCP45,1020,acca,489.643,5.304907908992416e-4,dischma
ILAND,RCP45,1020,acpl,4164.197,0.004511589382448537,dischma
ILAND,RCP45,1020,acps,104358.994,0.11306499891657638,dischma
ILAND,RCP45,1020,algl,19798.967,0.0214506684723727,dischma
ILAND,RCP45,1020,alin,4971.953,0.005386731310942579,dischma
ILAND,RCP45,1020,alvi,385.072,4.171960996749729e-4,dischma
ILAND,RCP45,1020,bepe,22628.134000000002,0.024515854821235104,dischma
ILAND,RCP45,1020,cabe,32600.538,0.03532019284940412,dischma
ILAND,RCP45,1020,casa,8.78,9.5124593716143e-6,dischma
ILAND,RCP45,1020,coav,283.598,3.0725677139761647e-4,dischma
ILAND,RCP45,1020,fasy,167602931.146,181.584974156013,dischma
ILAND,RCP45,1020,frex,21174.22,0.02294065005417118,dischma
ILAND,RCP45,1020,lade,1079874.743,1.1699618017334779,dischma
ILAND,RCP45,1020,piab,153101445.654,165.87372226868908,dischma
ILAND,RCP45,1020,pice,678407.846,0.7350030834236186,dischma
ILAND,RCP45,1020,pisy,4409.46,0.004777313109425785,dischma
ILAND,RCP45,1020,poni,598.925,6.488894907908992e-4,dischma
ILAND,RCP45,1020,potr,9686.7,0.010494799566630554,dischma
ILAND,RCP45,1020,qupe,131845.925,0.1428449891657638,dischma
ILAND,RCP45,1020,quro,84392.508,0.09143283640303358,dischma
ILAND,RCP45,1020,saca,84.723,9.179089924160346e-5,dischma
ILAND,RCP45,1020,soar,45011.892,0.04876694691224269,dischma
ILAND,RCP45,1020,soau,3002.889,0.003253400866738895,dischma
ILAND,RCP45,1020,tico,45875.655,0.04970276814734561,dischma
ILAND,RCP45,1020,tipl,10910.565,0.011820763813651138,dischma
ILAND,RCP45,1020,ulgl,11522.749,0.012484018418201516,dischma
ILAND,RCP45,1030,abal,85972051.277,93.14415089599133,dischma
ILAND,RCP45,1030,acca,607.752,6.584528710725893e-4,dischma
ILAND,RCP45,1030,acpl,4536.593,0.0049150520043336945,dischma
ILAND,RCP45,1030,acps,112439.821,0.12181995774647887,dischma
ILAND,RCP45,1030,algl,23092.745,0.025019225352112675,dischma
ILAND,RCP45,1030,alin,6278.067,0.006801806067172264,dischma
ILAND,RCP45,1030,alvi,1046.359,0.001133650054171181,dischma
ILAND,RCP45,1030,bepe,32462.97,0.03517114842903576,dischma
ILAND,RCP45,1030,cabe,40736.365,0.044134739978331526,dischma
ILAND,RCP45,1030,casa,4.328,4.689057421451788e-6,dischma
ILAND,RCP45,1030,coav,602.758,6.530422535211268e-4,dischma
ILAND,RCP45,1030,fasy,167336698.248,181.2965311462622,dischma
ILAND,RCP45,1030,frex,26268.024,0.02845939761646804,dischma
ILAND,RCP45,1030,lade,1113922.651,1.2068501094257855,dischma
ILAND,RCP45,1030,piab,151034789.504,163.63465818418203,dischma
ILAND,RCP45,1030,pice,693969.856,0.751863332611051,dischma
ILAND,RCP45,1030,pisy,5343.369,0.0057891321776814735,dischma
ILAND,RCP45,1030,poni,766.826,8.307973997833153e-4,dischma
ILAND,RCP45,1030,potr,14777.788,0.0160106045503792,dischma
ILAND,RCP45,1030,qupe,133698.231,0.14485182123510293,dischma
ILAND,RCP45,1030,quro,92862.707,0.10060965005417118,dischma
ILAND,RCP45,1030,saca,147.147,1.594225352112676e-4,dischma
ILAND,RCP45,1030,soar,59682.549,0.0646614832069339,dischma
ILAND,RCP45,1030,soau,5729.318,0.0062072784398699895,dischma
ILAND,RCP45,1030,tico,47584.298,0.05155395232936078,dischma
ILAND,RCP45,1030,tipl,11453.531,0.012409026002166848,dischma
ILAND,RCP45,1030,ulgl,13291.667,0.014400505958829902,dischma
ILAND,RCP45,1040,abal,85021073.404,92.11383900758396,dischma
ILAND,RCP45,1040,acca,904.924,9.804160346695559e-4,dischma
ILAND,RCP45,1040,acpl,5506.073,0.005965409534127844,dischma
ILAND,RCP45,1040,acps,119857.149,0.12985606608884073,dischma
ILAND,RCP45,1040,algl,25808.468,0.027961503791982666,dischma
ILAND,RCP45,1040,alin,6948.458,0.007528123510292524,dischma
ILAND,RCP45,1040,alvi,730.081,7.909869989165764e-4,dischma
ILAND,RCP45,1040,bepe,38222.661,0.04141133369447454,dischma
ILAND,RCP45,1040,cabe,46129.544,0.049977837486457205,dischma
ILAND,RCP45,1040,coav,522.514,5.66104008667389e-4,dischma
ILAND,RCP45,1040,fasy,168540776.048,182.60105747345614,dischma
ILAND,RCP45,1040,frex,30600.026,0.033152790899241606,dischma
ILAND,RCP45,1040,lade,1147814.663,1.2435695157096425,dischma
ILAND,RCP45,1040,piab,148482648.282,160.86960810617552,dischma
ILAND,RCP45,1040,pice,730273.989,0.7911960877573131,dischma
ILAND,RCP45,1040,pisy,4953.323,0.005366547128927411,dischma
ILAND,RCP45,1040,poni,916.215,9.926489707475623e-4,dischma
ILAND,RCP45,1040,potr,15345.777,0.01662597724810401,dischma
ILAND,RCP45,1040,qupe,144040.752,0.15605715276273024,dischma
ILAND,RCP45,1040,quro,104269.603,0.112968150595883,dischma
ILAND,RCP45,1040,saca,151.333,1.6395774647887324e-4,dischma
ILAND,RCP45,1040,soar,54454.105,0.058996863488624054,dischma
ILAND,RCP45,1040,soau,4415.412,0.0047837616468039005,dischma
ILAND,RCP45,1040,tico,52459.051,0.05683537486457205,dischma
ILAND,RCP45,1040,tipl,12683.632,0.013741746478873239,dischma
ILAND,RCP45,1040,ulgl,15388.886,0.01667268255687974,dischma
ILAND,RCP45,1050,abal,86202362.725,93.39367575839653,dischma
ILAND,RCP45,1050,acca,876.872,9.5002383531961e-4,dischma
ILAND,RCP45,1050,acpl,4934.235,0.005345866738894907,dischma
ILAND,RCP45,1050,acps,108617.21,0.11767845070422536,dischma
ILAND,RCP45,1050,algl,30263.799,0.03278851462621885,dischma
ILAND,RCP45,1050,alin,7188.317,0.00778799241603467,dischma
ILAND,RCP45,1050,alvi,550.856,5.968104008667389e-4,dischma
ILAND,RCP45,1050,bepe,34974.907,0.037892640303358614,dischma
ILAND,RCP45,1050,cabe,52260.784,0.056620567713976167,dischma
ILAND,RCP45,1050,casa,10.846,1.1750812567713976e-5,dischma
ILAND,RCP45,1050,coav,443.192,4.801646803900325e-4,dischma
ILAND,RCP45,1050,fasy,168719105.001,182.79426327302275,dischma
ILAND,RCP45,1050,frex,27967.662,0.0303008255687974,dischma
ILAND,RCP45,1050,lade,1106018.837,1.1982869306608885,dischma
ILAND,RCP45,1050,piab,147939764.283,160.28143475947994,dischma
ILAND,RCP45,1050,pice,712357.51,0.7717849512459372,dischma
ILAND,RCP45,1050,pisy,3866.411,0.004188960996749729,dischma
ILAND,RCP45,1050,poni,922.52,9.994799566630551e-4,dischma
ILAND,RCP45,1050,potr,12187.715,0.013204458288190682,dischma
ILAND,RCP45,1050,qupe,140414.776,0.15212868472372698,dischma
ILAND,RCP45,1050,quro,98351.109,0.10655591440953413,dischma
ILAND,RCP45,1050,saca,106.42,1.152979414951246e-4,dischma
ILAND,RCP45,1050,soar,37337.46,0.04045228602383532,dischma
ILAND,RCP45,1050,soau,3313.521,0.003589946912242687,dischma
ILAND,RCP45,1050,tico,43463.921,0.047089838569880825,dischma
ILAND,RCP45,1050,tipl,9284.847,0.010059422535211268,dischma
ILAND,RCP45,1050,ulgl,13012.104,0.014097620801733476,dischma
ILAND,RCP45,1060,abal,85721086.84,92.87225009750813,dischma
ILAND,RCP45,1060,acca,884.892,9.587128927410618e-4,dischma
ILAND,RCP45,1060,acpl,4797.906,0.005198164680390032,dischma
ILAND,RCP45,1060,acps,107232.075,0.11617776273022752,dischma
ILAND,RCP45,1060,algl,20627.899,0.02234875297941495,dischma
ILAND,RCP45,1060,alin,3790.383,0.004106590465872156,dischma
ILAND,RCP45,1060,alvi,599.283,6.492773564463705e-4,dischma
ILAND,RCP45,1060,bepe,24037.663,0.026042971830985917,dischma
ILAND,RCP45,1060,cabe,44235.462,0.047925744312026,dischma
ILAND,RCP45,1060,casa,6.1690000000000005,6.6836403033586135e-6,dischma
ILAND,RCP45,1060,coav,505.473,5.476413867822319e-4,dischma
ILAND,RCP45,1060,fasy,168348150.848,182.39236278223183,dischma
ILAND,RCP45,1060,frex,28461.419,0.03083577356446371,dischma
ILAND,RCP45,1060,lade,1131760.748,1.2261763250270854,dischma
ILAND,RCP45,1060,piab,147412400.188,159.71007604333693,dischma
ILAND,RCP45,1060,pice,752743.484,0.8155400693391116,dischma
ILAND,RCP45,1060,pisy,4522.427,0.004899704225352112,dischma
ILAND,RCP45,1060,poni,905.474,9.81011917659805e-4,dischma
ILAND,RCP45,1060,potr,12279.326,0.013303711809317442,dischma
ILAND,RCP45,1060,qupe,136382.915,0.1477604712892741,dischma
ILAND,RCP45,1060,qupu,26.445999999999998,2.86522210184182e-5,dischma
ILAND,RCP45,1060,quro,100245.311,0.10860813759479956,dischma
ILAND,RCP45,1060,saca,197.75,2.1424702058504876e-4,dischma
ILAND,RCP45,1060,soar,43443.219,0.047067409534127844,dischma
ILAND,RCP45,1060,soau,4155.104,0.004501737811484291,dischma
ILAND,RCP45,1060,tico,40520.308,0.043900658721560126,dischma
ILAND,RCP45,1060,tipl,8264.646,0.00895411267605634,dischma
ILAND,RCP45,1060,ulgl,11649.812,0.01262168147345612,dischma
ILAND,RCP45,1070,abal,87404804.552,94.69642963380282,dischma
ILAND,RCP45,1070,acca,1029.76,0.0011156663055254604,dischma
ILAND,RCP45,1070,acpl,4708.807,0.005101632719393283,dischma
ILAND,RCP45,1070,acps,103014.308,0.11160813434452871,dischma
ILAND,RCP45,1070,algl,23016.57,0.024936695557963164,dischma
ILAND,RCP45,1070,alin,4113.321,0.004456469122426869,dischma
ILAND,RCP45,1070,alvi,422.526,4.5777464788732396e-4,dischma
ILAND,RCP45,1070,bepe,30378.369,0.03291264247020585,dischma
ILAND,RCP45,1070,cabe,34693.051,0.03758727085590466,dischma
ILAND,RCP45,1070,casa,7.191,7.790899241603467e-6,dischma
ILAND,RCP45,1070,coav,294.796,3.1938894907908993e-4,dischma
