landscape,climate,scenario,diversity,disturbances,replication,dist_impact,age_structure,experiment,run_id
rosalia,historic,alpha,low,future,9,height_only,normal,3,3439
rosalia,historic,alpha,low,future,10,height_only,normal,3,3440
rosalia,historic,alpha,low,future_100,1,species_height,normal,1,3441
rosalia,historic,alpha,low,future_100,2,species_height,normal,1,3442
rosalia,historic,alpha,low,future_100,3,species_height,normal,1,3443
rosalia,historic,alpha,low,future_100,4,species_height,normal,1,3444
rosalia,historic,alpha,low,future_100,5,species_height,normal,1,3445
rosalia,historic,alpha,low,future_100,6,species_height,normal,1,3446
rosalia,historic,alpha,low,future_100,7,species_height,normal,1,3447
rosalia,historic,alpha,low,future_100,8,species_height,normal,1,3448
rosalia,historic,alpha,low,future_100,9,species_height,normal,1,3449
rosalia,historic,alpha,low,future_100,10,species_height,normal,1,3450
rosalia,historic,alpha,low,historic_600,1,species_height,normal,1,3451
rosalia,historic,alpha,low,historic_600,2,species_height,normal,1,3452
rosalia,historic,alpha,low,historic_600,3,species_height,normal,1,3453
rosalia,historic,alpha,low,historic_600,4,species_height,normal,1,3454
rosalia,historic,alpha,low,historic_600,5,species_height,normal,1,3455
rosalia,historic,alpha,low,historic_600,6,species_height,normal,1,3456
rosalia,historic,alpha,low,historic_600,7,species_height,normal,1,3457
rosalia,historic,alpha,low,historic_600,8,species_height,normal,1,3458
rosalia,historic,alpha,low,historic_600,9,species_height,normal,1,3459
rosalia,historic,alpha,low,historic_600,10,species_height,normal,1,3460
rosalia,historic,alpha,low,no,1,species_height,young,2,3461
rosalia,historic,alpha,low,no,2,species_height,young,2,3462
rosalia,historic,alpha,low,no,3,species_height,young,2,3463
rosalia,historic,alpha,low,no,4,species_height,young,2,3464
rosalia,historic,alpha,low,no,5,species_height,young,2,3465
rosalia,historic,alpha,low,no,6,species_height,young,2,3466
rosalia,historic,alpha,low,no,7,species_height,young,2,3467
rosalia,historic,alpha,low,no,8,species_height,young,2,3468
rosalia,historic,alpha,low,no,9,species_height,young,2,3469
rosalia,historic,alpha,low,no,10,species_height,young,2,3470
rosalia,historic,alpha,low,no,1,species_height,old,2,3471
rosalia,historic,alpha,low,no,2,species_height,old,2,3472
rosalia,historic,alpha,low,no,3,species_height,old,2,3473
rosalia,historic,alpha,low,no,4,species_height,old,2,3474
rosalia,historic,alpha,low,no,5,species_height,old,2,3475
rosalia,historic,alpha,low,no,6,species_height,old,2,3476
rosalia,historic,alpha,low,no,7,species_height,old,2,3477
rosalia,historic,alpha,low,no,8,species_height,old,2,3478
rosalia,historic,alpha,low,no,9,species_height,old,2,3479
rosalia,historic,alpha,low,no,10,species_height,old,2,3480
rosalia,historic,beta,high_future,future,1,species_height,young,2,3481
rosalia,historic,beta,high_future,future,2,species_height,young,2,3482
rosalia,historic,beta,high_future,future,3,species_height,young,2,3483
rosalia,historic,beta,high_future,future,4,species_height,young,2,3484
rosalia,historic,beta,high_future,future,5,species_height,young,2,3485
rosalia,historic,beta,high_future,future,6,species_height,young,2,3486
rosalia,historic,beta,high_future,future,7,species_height,young,2,3487
rosalia,historic,beta,high_future,future,8,species_height,young,2,3488
rosalia,historic,beta,high_future,future,9,species_height,young,2,3489
rosalia,historic,beta,high_future,future,10,species_height,young,2,3490
rosalia,historic,beta,high_future,future,1,species_height,old,2,3491
rosalia,historic,beta,high_future,future,2,species_height,old,2,3492
rosalia,historic,beta,high_future,future,3,species_height,old,2,3493
rosalia,historic,beta,high_future,future,4,species_height,old,2,3494
rosalia,historic,beta,high_future,future,5,species_height,old,2,3495
rosalia,historic,beta,high_future,future,6,species_height,old,2,3496
rosalia,historic,beta,high_future,future,7,species_height,old,2,3497
rosalia,historic,beta,high_future,future,8,species_height,old,2,3498
rosalia,historic,beta,high_future,future,9,species_height,old,2,3499
rosalia,historic,beta,high_future,future,10,species_height,old,2,3500
rosalia,historic,beta,high_future,future,1,random,normal,3,3501
rosalia,historic,beta,high_future,future,2,random,normal,3,3502
rosalia,historic,beta,high_future,future,3,random,normal,3,3503
rosalia,historic,beta,high_future,future,4,random,normal,3,3504
rosalia,historic,beta,high_future,future,5,random,normal,3,3505
rosalia,historic,beta,high_future,future,6,random,normal,3,3506
rosalia,historic,beta,high_future,future,7,random,normal,3,3507
rosalia,historic,beta,high_future,future,8,random,normal,3,3508
rosalia,historic,beta,high_future,future,9,random,normal,3,3509
rosalia,historic,beta,high_future,future,10,random,normal,3,3510
rosalia,historic,beta,high_future,future,1,height_only,normal,3,3511
rosalia,historic,beta,high_future,future,2,height_only,normal,3,3512
rosalia,historic,beta,high_future,future,3,height_only,normal,3,3513
rosalia,historic,beta,high_future,future,4,height_only,normal,3,3514
rosalia,historic,beta,high_future,future,5,height_only,normal,3,3515
rosalia,historic,beta,high_future,future,6,height_only,normal,3,3516
rosalia,historic,beta,high_future,future,7,height_only,normal,3,3517
rosalia,historic,beta,high_future,future,8,height_only,normal,3,3518
rosalia,historic,beta,high_future,future,9,height_only,normal,3,3519
rosalia,historic,beta,high_future,future,10,height_only,normal,3,3520
rosalia,historic,beta,high_future,future_100,1,species_height,normal,1,3521
rosalia,historic,beta,high_future,future_100,2,species_height,normal,1,3522
rosalia,historic,beta,high_future,future_100,3,species_height,normal,1,3523
rosalia,historic,beta,high_future,future_100,4,species_height,normal,1,3524
rosalia,historic,beta,high_future,future_100,5,species_height,normal,1,3525
rosalia,historic,beta,high_future,future_100,6,species_height,normal,1,3526
rosalia,historic,beta,high_future,future_100,7,species_height,normal,1,3527
rosalia,historic,beta,high_future,future_100,8,species_height,normal,1,3528
rosalia,historic,beta,high_future,future_100,9,species_height,normal,1,3529
rosalia,historic,beta,high_future,future_100,10,species_height,normal,1,3530
rosalia,historic,beta,high_future,historic_600,1,species_height,normal,1,3531
rosalia,historic,beta,high_future,historic_600,2,species_height,normal,1,3532
rosalia,historic,beta,high_future,historic_600,3,species_height,normal,1,3533
rosalia,historic,beta,high_future,historic_600,4,species_height,normal,1,3534
rosalia,historic,beta,high_future,historic_600,5,species_height,normal,1,3535
rosalia,historic,beta,high_future,historic_600,6,species_height,normal,1,3536
rosalia,historic,beta,high_future,historic_600,7,species_height,normal,1,3537
rosalia,historic,beta,high_future,historic_600,8,species_height,normal,1,3538
rosalia,historic,beta,high_future,historic_600,9,species_height,normal,1,3539
rosalia,historic,beta,high_future,historic_600,10,species_height,normal,1,3540
rosalia,historic,beta,high_future,no,1,species_height,young,2,3541
rosalia,historic,beta,high_future,no,2,species_height,young,2,3542
rosalia,historic,beta,high_future,no,3,species_height,young,2,3543
rosalia,historic,beta,high_future,no,4,species_height,young,2,3544
rosalia,historic,beta,high_future,no,5,species_height,young,2,3545
rosalia,historic,beta,high_future,no,6,species_height,young,2,3546
rosalia,historic,beta,high_future,no,7,species_height,young,2,3547
rosalia,historic,beta,high_future,no,8,species_height,young,2,3548
rosalia,historic,beta,high_future,no,9,species_height,young,2,3549
rosalia,historic,beta,high_future,no,10,species_height,young,2,3550
rosalia,historic,beta,high_future,no,1,species_height,old,2,3551
rosalia,historic,beta,high_future,no,2,species_height,old,2,3552
rosalia,historic,beta,high_future,no,3,species_height,old,2,3553
rosalia,historic,beta,high_future,no,4,species_height,old,2,3554
rosalia,historic,beta,high_future,no,5,species_height,old,2,3555
rosalia,historic,beta,high_future,no,6,species_height,old,2,3556
rosalia,historic,beta,high_future,no,7,species_height,old,2,3557
rosalia,historic,beta,high_future,no,8,species_height,old,2,3558
rosalia,historic,beta,high_future,no,9,species_height,old,2,3559
rosalia,historic,beta,high_future,no,10,species_height,old,2,3560
rosalia,historic,beta,low,future,1,species_height,young,2,3561
rosalia,historic,beta,low,future,2,species_height,young,2,3562
rosalia,historic,beta,low,future,3,species_height,young,2,3563
rosalia,historic,beta,low,future,4,species_height,young,2,3564
rosalia,historic,beta,low,future,5,species_height,young,2,3565
rosalia,historic,beta,low,future,6,species_height,young,2,3566
rosalia,historic,beta,low,future,7,species_height,young,2,3567
rosalia,historic,beta,low,future,8,species_height,young,2,3568
rosalia,historic,beta,low,future,9,species_height,young,2,3569
rosalia,historic,beta,low,future,10,species_height,young,2,3570
rosalia,historic,beta,low,future,1,species_height,old,2,3571
rosalia,historic,beta,low,future,2,species_height,old,2,3572
rosalia,historic,beta,low,future,3,species_height,old,2,3573
rosalia,historic,beta,low,future,4,species_height,old,2,3574
rosalia,historic,beta,low,future,5,species_height,old,2,3575
rosalia,historic,beta,low,future,6,species_height,old,2,3576
rosalia,historic,beta,low,future,7,species_height,old,2,3577
rosalia,historic,beta,low,future,8,species_height,old,2,3578
rosalia,historic,beta,low,future,9,species_height,old,2,3579
rosalia,historic,beta,low,future,10,species_height,old,2,3580
rosalia,historic,beta,low,future,1,random,normal,3,3581
rosalia,historic,beta,low,future,2,random,normal,3,3582
rosalia,historic,beta,low,future,3,random,normal,3,3583
rosalia,historic,beta,low,future,4,random,normal,3,3584
rosalia,historic,beta,low,future,5,random,normal,3,3585
rosalia,historic,beta,low,future,6,random,normal,3,3586
rosalia,historic,beta,low,future,7,random,normal,3,3587
rosalia,historic,beta,low,future,8,random,normal,3,3588
rosalia,historic,beta,low,future,9,random,normal,3,3589
rosalia,historic,beta,low,future,10,random,normal,3,3590
rosalia,historic,beta,low,future,1,height_only,normal,3,3591
rosalia,historic,beta,low,future,2,height_only,normal,3,3592
rosalia,historic,beta,low,future,3,height_only,normal,3,3593
rosalia,historic,beta,low,future,4,height_only,normal,3,3594
rosalia,historic,beta,low,future,5,height_only,normal,3,3595
rosalia,historic,beta,low,future,6,height_only,normal,3,3596
rosalia,historic,beta,low,future,7,height_only,normal,3,3597
rosalia,historic,beta,low,future,8,height_only,normal,3,3598
rosalia,historic,beta,low,future,9,height_only,normal,3,3599
rosalia,historic,beta,low,future,10,height_only,normal,3,3600
rosalia,historic,beta,low,future_100,1,species_height,normal,1,3601
rosalia,historic,beta,low,future_100,2,species_height,normal,1,3602
rosalia,historic,beta,low,future_100,3,species_height,normal,1,3603
rosalia,historic,beta,low,future_100,4,species_height,normal,1,3604
rosalia,historic,beta,low,future_100,5,species_height,normal,1,3605
rosalia,historic,beta,low,future_100,6,species_height,normal,1,3606
rosalia,historic,beta,low,future_100,7,species_height,normal,1,3607
rosalia,historic,beta,low,future_100,8,species_height,normal,1,3608
rosalia,historic,beta,low,future_100,9,species_height,normal,1,3609
rosalia,historic,beta,low,future_100,10,species_height,normal,1,3610
rosalia,historic,beta,low,historic_600,1,species_height,normal,1,3611
rosalia,historic,beta,low,historic_600,2,species_height,normal,1,3612
rosalia,historic,beta,low,historic_600,3,species_height,normal,1,3613
rosalia,historic,beta,low,historic_600,4,species_height,normal,1,3614
rosalia,historic,beta,low,historic_600,5,species_height,normal,1,3615
rosalia,historic,beta,low,historic_600,6,species_height,normal,1,3616
rosalia,historic,beta,low,historic_600,7,species_height,normal,1,3617
rosalia,historic,beta,low,historic_600,8,species_height,normal,1,3618
rosalia,historic,beta,low,historic_600,9,species_height,normal,1,3619
rosalia,historic,beta,low,historic_600,10,species_height,normal,1,3620
rosalia,historic,beta,low,no,1,species_height,young,2,3621
rosalia,historic,beta,low,no,2,species_height,young,2,3622
rosalia,historic,beta,low,no,3,species_height,young,2,3623
rosalia,historic,beta,low,no,4,species_height,young,2,3624
rosalia,historic,beta,low,no,5,species_height,young,2,3625
rosalia,historic,beta,low,no,6,species_height,young,2,3626
rosalia,historic,beta,low,no,7,species_height,young,2,3627
rosalia,historic,beta,low,no,8,species_height,young,2,3628
rosalia,historic,beta,low,no,9,species_height,young,2,3629
rosalia,historic,beta,low,no,10,species_height,young,2,3630
rosalia,historic,beta,low,no,1,species_height,old,2,3631
rosalia,historic,beta,low,no,2,species_height,old,2,3632
rosalia,historic,beta,low,no,3,species_height,old,2,3633
rosalia,historic,beta,low,no,4,species_height,old,2,3634
rosalia,historic,beta,low,no,5,species_height,old,2,3635
rosalia,historic,beta,low,no,6,species_height,old,2,3636
rosalia,historic,beta,low,no,7,species_height,old,2,3637
rosalia,historic,beta,low,no,8,species_height,old,2,3638
rosalia,historic,beta,low,no,9,species_height,old,2,3639
rosalia,historic,beta,low,no,10,species_height,old,2,3640
rosalia,historic,prod,no,future,1,species_height,young,2,3641
rosalia,historic,prod,no,future,2,species_height,young,2,3642
rosalia,historic,prod,no,future,3,species_height,young,2,3643
rosalia,historic,prod,no,future,4,species_height,young,2,3644
rosalia,historic,prod,no,future,5,species_height,young,2,3645
rosalia,historic,prod,no,future,6,species_height,young,2,3646
rosalia,historic,prod,no,future,7,species_height,young,2,3647
rosalia,historic,prod,no,future,8,species_height,young,2,3648
rosalia,historic,prod,no,future,9,species_height,young,2,3649
rosalia,historic,prod,no,future,10,species_height,young,2,3650
rosalia,historic,prod,no,future,1,species_height,old,2,3651
rosalia,historic,prod,no,future,2,species_height,old,2,3652
rosalia,historic,prod,no,future,3,species_height,old,2,3653
rosalia,historic,prod,no,future,4,species_height,old,2,3654
rosalia,historic,prod,no,future,5,species_height,old,2,3655
rosalia,historic,prod,no,future,6,species_height,old,2,3656
rosalia,historic,prod,no,future,7,species_height,old,2,3657
rosalia,historic,prod,no,future,8,species_height,old,2,3658
rosalia,historic,prod,no,future,9,species_height,old,2,3659
rosalia,historic,prod,no,future,10,species_height,old,2,3660
rosalia,historic,prod,no,future,1,random,normal,3,3661
rosalia,historic,prod,no,future,2,random,normal,3,3662
rosalia,historic,prod,no,future,3,random,normal,3,3663
rosalia,historic,prod,no,future,4,random,normal,3,3664
rosalia,historic,prod,no,future,5,random,normal,3,3665
rosalia,historic,prod,no,future,6,random,normal,3,3666
rosalia,historic,prod,no,future,7,random,normal,3,3667
rosalia,historic,prod,no,future,8,random,normal,3,3668
rosalia,historic,prod,no,future,9,random,normal,3,3669
rosalia,historic,prod,no,future,10,random,normal,3,3670
rosalia,historic,prod,no,future,1,height_only,normal,3,3671
rosalia,historic,prod,no,future,2,height_only,normal,3,3672
rosalia,historic,prod,no,future,3,height_only,normal,3,3673
rosalia,historic,prod,no,future,4,height_only,normal,3,3674
rosalia,historic,prod,no,future,5,height_only,normal,3,3675
rosalia,historic,prod,no,future,6,height_only,normal,3,3676
rosalia,historic,prod,no,future,7,height_only,normal,3,3677
rosalia,historic,prod,no,future,8,height_only,normal,3,3678
rosalia,historic,prod,no,future,9,height_only,normal,3,3679
rosalia,historic,prod,no,future,10,height_only,normal,3,3680
rosalia,historic,prod,no,future_100,1,species_height,normal,1,3681
rosalia,historic,prod,no,future_100,2,species_height,normal,1,3682
rosalia,historic,prod,no,future_100,3,species_height,normal,1,3683
rosalia,historic,prod,no,future_100,4,species_height,normal,1,3684
rosalia,historic,prod,no,future_100,5,species_height,normal,1,3685
rosalia,historic,prod,no,future_100,6,species_height,normal,1,3686
rosalia,historic,prod,no,future_100,7,species_height,normal,1,3687
rosalia,historic,prod,no,future_100,8,species_height,normal,1,3688
rosalia,historic,prod,no,future_100,9,species_height,normal,1,3689
rosalia,historic,prod,no,future_100,10,species_height,normal,1,3690
rosalia,historic,prod,no,historic_600,1,species_height,normal,1,3691
rosalia,historic,prod,no,historic_600,2,species_height,normal,1,3692
rosalia,historic,prod,no,historic_600,3,species_height,normal,1,3693
rosalia,historic,prod,no,historic_600,4,species_height,normal,1,3694
rosalia,historic,prod,no,historic_600,5,species_height,normal,1,3695
rosalia,historic,prod,no,historic_600,6,species_height,normal,1,3696
rosalia,historic,prod,no,historic_600,7,species_height,normal,1,3697
rosalia,historic,prod,no,historic_600,8,species_height,normal,1,3698
rosalia,historic,prod,no,historic_600,9,species_height,normal,1,3699
rosalia,historic,prod,no,historic_600,10,species_height,normal,1,3700
rosalia,historic,prod,no,no,1,species_height,young,2,3701
rosalia,historic,prod,no,no,2,species_height,young,2,3702
rosalia,historic,prod,no,no,3,species_height,young,2,3703
rosalia,historic,prod,no,no,4,species_height,young,2,3704
rosalia,historic,prod,no,no,5,species_height,young,2,3705
rosalia,historic,prod,no,no,6,species_height,young,2,3706
rosalia,historic,prod,no,no,7,species_height,young,2,3707
rosalia,historic,prod,no,no,8,species_height,young,2,3708
rosalia,historic,prod,no,no,9,species_height,young,2,3709
rosalia,historic,prod,no,no,10,species_height,young,2,3710
rosalia,historic,prod,no,no,1,species_height,old,2,3711
rosalia,historic,prod,no,no,2,species_height,old,2,3712
rosalia,historic,prod,no,no,3,species_height,old,2,3713
rosalia,historic,prod,no,no,4,species_height,old,2,3714
rosalia,historic,prod,no,no,5,species_height,old,2,3715
rosalia,historic,prod,no,no,6,species_height,old,2,3716
rosalia,historic,prod,no,no,7,species_height,old,2,3717
rosalia,historic,prod,no,no,8,species_height,old,2,3718
rosalia,historic,prod,no,no,9,species_height,old,2,3719
rosalia,historic,prod,no,no,10,species_height,old,2,3720
rosalia,RCP85,alpha,high_future,future,1,species_height,young,2,3721
rosalia,RCP85,alpha,high_future,future,2,species_height,young,2,3722
rosalia,RCP85,alpha,high_future,future,3,species_height,young,2,3723
rosalia,RCP85,alpha,high_future,future,4,species_height,young,2,3724
rosalia,RCP85,alpha,high_future,future,5,species_height,young,2,3725
rosalia,RCP85,alpha,high_future,future,6,species_height,young,2,3726
rosalia,RCP85,alpha,high_future,future,7,species_height,young,2,3727
rosalia,RCP85,alpha,high_future,future,8,species_height,young,2,3728
rosalia,RCP85,alpha,high_future,future,9,species_height,young,2,3729
rosalia,RCP85,alpha,high_future,future,10,species_height,young,2,3730
rosalia,RCP85,alpha,high_future,future,1,species_height,old,2,3731
rosalia,RCP85,alpha,high_future,future,2,species_height,old,2,3732
rosalia,RCP85,alpha,high_future,future,3,species_height,old,2,3733
rosalia,RCP85,alpha,high_future,future,4,species_height,old,2,3734
rosalia,RCP85,alpha,high_future,future,5,species_height,old,2,3735
rosalia,RCP85,alpha,high_future,future,6,species_height,old,2,3736
rosalia,RCP85,alpha,high_future,future,7,species_height,old,2,3737
rosalia,RCP85,alpha,high_future,future,8,species_height,old,2,3738
rosalia,RCP85,alpha,high_future,future,9,species_height,old,2,3739
rosalia,RCP85,alpha,high_future,future,10,species_height,old,2,3740
rosalia,RCP85,alpha,high_future,future,1,random,normal,3,3741
rosalia,RCP85,alpha,high_future,future,2,random,normal,3,3742
rosalia,RCP85,alpha,high_future,future,3,random,normal,3,3743
rosalia,RCP85,alpha,high_future,future,4,random,normal,3,3744
rosalia,RCP85,alpha,high_future,future,5,random,normal,3,3745
rosalia,RCP85,alpha,high_future,future,6,random,normal,3,3746
rosalia,RCP85,alpha,high_future,future,7,random,normal,3,3747
rosalia,RCP85,alpha,high_future,future,8,random,normal,3,3748
rosalia,RCP85,alpha,high_future,future,9,random,normal,3,3749
rosalia,RCP85,alpha,high_future,future,10,random,normal,3,3750
rosalia,RCP85,alpha,high_future,future,1,height_only,normal,3,3751
rosalia,RCP85,alpha,high_future,future,2,height_only,normal,3,3752
rosalia,RCP85,alpha,high_future,future,3,height_only,normal,3,3753
rosalia,RCP85,alpha,high_future,future,4,height_only,normal,3,3754
rosalia,RCP85,alpha,high_future,future,5,height_only,normal,3,3755
rosalia,RCP85,alpha,high_future,future,6,height_only,normal,3,3756
rosalia,RCP85,alpha,high_future,future,7,height_only,normal,3,3757
rosalia,RCP85,alpha,high_future,future,8,height_only,normal,3,3758
rosalia,RCP85,alpha,high_future,future,9,height_only,normal,3,3759
rosalia,RCP85,alpha,high_future,future,10,height_only,normal,3,3760
rosalia,RCP85,alpha,high_future,future_100,1,species_height,normal,1,3761
rosalia,RCP85,alpha,high_future,future_100,2,species_height,normal,1,3762
rosalia,RCP85,alpha,high_future,future_100,3,species_height,normal,1,3763
rosalia,RCP85,alpha,high_future,future_100,4,species_height,normal,1,3764
rosalia,RCP85,alpha,high_future,future_100,5,species_height,normal,1,3765
rosalia,RCP85,alpha,high_future,future_100,6,species_height,normal,1,3766
rosalia,RCP85,alpha,high_future,future_100,7,species_height,normal,1,3767
rosalia,RCP85,alpha,high_future,future_100,8,species_height,normal,1,3768
rosalia,RCP85,alpha,high_future,future_100,9,species_height,normal,1,3769
rosalia,RCP85,alpha,high_future,future_100,10,species_height,normal,1,3770
rosalia,RCP85,alpha,high_future,historic_600,1,species_height,normal,1,3771
rosalia,RCP85,alpha,high_future,historic_600,2,species_height,normal,1,3772
rosalia,RCP85,alpha,high_future,historic_600,3,species_height,normal,1,3773
rosalia,RCP85,alpha,high_future,historic_600,4,species_height,normal,1,3774
rosalia,RCP85,alpha,high_future,historic_600,5,species_height,normal,1,3775
rosalia,RCP85,alpha,high_future,historic_600,6,species_height,normal,1,3776
rosalia,RCP85,alpha,high_future,historic_600,7,species_height,normal,1,3777
rosalia,RCP85,alpha,high_future,historic_600,8,species_height,normal,1,3778
rosalia,RCP85,alpha,high_future,historic_600,9,species_height,normal,1,3779
rosalia,RCP85,alpha,high_future,historic_600,10,species_height,normal,1,3780
rosalia,RCP85,alpha,high_future,no,1,species_height,young,2,3781
rosalia,RCP85,alpha,high_future,no,2,species_height,young,2,3782
rosalia,RCP85,alpha,high_future,no,3,species_height,young,2,3783
rosalia,RCP85,alpha,high_future,no,4,species_height,young,2,3784
rosalia,RCP85,alpha,high_future,no,5,species_height,young,2,3785
rosalia,RCP85,alpha,high_future,no,6,species_height,young,2,3786
rosalia,RCP85,alpha,high_future,no,7,species_height,young,2,3787
rosalia,RCP85,alpha,high_future,no,8,species_height,young,2,3788
rosalia,RCP85,alpha,high_future,no,9,species_height,young,2,3789
rosalia,RCP85,alpha,high_future,no,10,species_height,young,2,3790
rosalia,RCP85,alpha,high_future,no,1,species_height,old,2,3791
rosalia,RCP85,alpha,high_future,no,2,species_height,old,2,3792
rosalia,RCP85,alpha,high_future,no,3,species_height,old,2,3793
rosalia,RCP85,alpha,high_future,no,4,species_height,old,2,3794
rosalia,RCP85,alpha,high_future,no,5,species_height,old,2,3795
rosalia,RCP85,alpha,high_future,no,6,species_height,old,2,3796
rosalia,RCP85,alpha,high_future,no,7,species_height,old,2,3797
rosalia,RCP85,alpha,high_future,no,8,species_height,old,2,3798
rosalia,RCP85,alpha,high_future,no,9,species_height,old,2,3799
rosalia,RCP85,alpha,high_future,no,10,species_height,old,2,3800
rosalia,RCP85,alpha,low,future,1,species_height,young,2,3801
rosalia,RCP85,alpha,low,future,2,species_height,young,2,3802
rosalia,RCP85,alpha,low,future,3,species_height,young,2,3803
rosalia,RCP85,alpha,low,future,4,species_height,young,2,3804
rosalia,RCP85,alpha,low,future,5,species_height,young,2,3805
rosalia,RCP85,alpha,low,future,6,species_height,young,2,3806
rosalia,RCP85,alpha,low,future,7,species_height,young,2,3807
rosalia,RCP85,alpha,low,future,8,species_height,young,2,3808
rosalia,RCP85,alpha,low,future,9,species_height,young,2,3809
rosalia,RCP85,alpha,low,future,10,species_height,young,2,3810
rosalia,RCP85,alpha,low,future,1,species_height,old,2,3811
rosalia,RCP85,alpha,low,future,2,species_height,old,2,3812
rosalia,RCP85,alpha,low,future,3,species_height,old,2,3813
rosalia,RCP85,alpha,low,future,4,species_height,old,2,3814
rosalia,RCP85,alpha,low,future,5,species_height,old,2,3815
rosalia,RCP85,alpha,low,future,6,species_height,old,2,3816
rosalia,RCP85,alpha,low,future,7,species_height,old,2,3817
rosalia,RCP85,alpha,low,future,8,species_height,old,2,3818
rosalia,RCP85,alpha,low,future,9,species_height,old,2,3819
rosalia,RCP85,alpha,low,future,10,species_height,old,2,3820
rosalia,RCP85,alpha,low,future,1,random,normal,3,3821
rosalia,RCP85,alpha,low,future,2,random,normal,3,3822
rosalia,RCP85,alpha,low,future,3,random,normal,3,3823
rosalia,RCP85,alpha,low,future,4,random,normal,3,3824
rosalia,RCP85,alpha,low,future,5,random,normal,3,3825
rosalia,RCP85,alpha,low,future,6,random,normal,3,3826
rosalia,RCP85,alpha,low,future,7,random,normal,3,3827
rosalia,RCP85,alpha,low,future,8,random,normal,3,3828
rosalia,RCP85,alpha,low,future,9,random,normal,3,3829
rosalia,RCP85,alpha,low,future,10,random,normal,3,3830
rosalia,RCP85,alpha,low,future,1,height_only,normal,3,3831
rosalia,RCP85,alpha,low,future,2,height_only,normal,3,3832
rosalia,RCP85,alpha,low,future,3,height_only,normal,3,3833
rosalia,RCP85,alpha,low,future,4,height_only,normal,3,3834
rosalia,RCP85,alpha,low,future,5,height_only,normal,3,3835
rosalia,RCP85,alpha,low,future,6,height_only,normal,3,3836
rosalia,RCP85,alpha,low,future,7,height_only,normal,3,3837
rosalia,RCP85,alpha,low,future,8,height_only,normal,3,3838
rosalia,RCP85,alpha,low,future,9,height_only,normal,3,3839
rosalia,RCP85,alpha,low,future,10,height_only,normal,3,3840
rosalia,RCP85,alpha,low,future_100,1,species_height,normal,1,3841
rosalia,RCP85,alpha,low,future_100,2,species_height,normal,1,3842
rosalia,RCP85,alpha,low,future_100,3,species_height,normal,1,3843
rosalia,RCP85,alpha,low,future_100,4,species_height,normal,1,3844
rosalia,RCP85,alpha,low,future_100,5,species_height,normal,1,3845
rosalia,RCP85,alpha,low,future_100,6,species_height,normal,1,3846
rosalia,RCP85,alpha,low,future_100,7,species_height,normal,1,3847
rosalia,RCP85,alpha,low,future_100,8,species_height,normal,1,3848
rosalia,RCP85,alpha,low,future_100,9,species_height,normal,1,3849
rosalia,RCP85,alpha,low,future_100,10,species_height,normal,1,3850
rosalia,RCP85,alpha,low,historic_600,1,species_height,normal,1,3851
rosalia,RCP85,alpha,low,historic_600,2,species_height,normal,1,3852
rosalia,RCP85,alpha,low,historic_600,3,species_height,normal,1,3853
rosalia,RCP85,alpha,low,historic_600,4,species_height,normal,1,3854
rosalia,RCP85,alpha,low,historic_600,5,species_height,normal,1,3855
rosalia,RCP85,alpha,low,historic_600,6,species_height,normal,1,3856
rosalia,RCP85,alpha,low,historic_600,7,species_height,normal,1,3857
rosalia,RCP85,alpha,low,historic_600,8,species_height,normal,1,3858
rosalia,RCP85,alpha,low,historic_600,9,species_height,normal,1,3859
rosalia,RCP85,alpha,low,historic_600,10,species_height,normal,1,3860
rosalia,RCP85,alpha,low,no,1,species_height,young,2,3861
rosalia,RCP85,alpha,low,no,2,species_height,young,2,3862
rosalia,RCP85,alpha,low,no,3,species_height,young,2,3863
rosalia,RCP85,alpha,low,no,4,species_height,young,2,3864
rosalia,RCP85,alpha,low,no,5,species_height,young,2,3865
rosalia,RCP85,alpha,low,no,6,species_height,young,2,3866
rosalia,RCP85,alpha,low,no,7,species_height,young,2,3867
rosalia,RCP85,alpha,low,no,8,species_height,young,2,3868
rosalia,RCP85,alpha,low,no,9,species_height,young,2,3869
rosalia,RCP85,alpha,low,no,10,species_height,young,2,3870
rosalia,RCP85,alpha,low,no,1,species_height,old,2,3871
rosalia,RCP85,alpha,low,no,2,species_height,old,2,3872
rosalia,RCP85,alpha,low,no,3,species_height,old,2,3873
rosalia,RCP85,alpha,low,no,4,species_height,old,2,3874
rosalia,RCP85,alpha,low,no,5,species_height,old,2,3875
rosalia,RCP85,alpha,low,no,6,species_height,old,2,3876
rosalia,RCP85,alpha,low,no,7,species_height,old,2,3877
rosalia,RCP85,alpha,low,no,8,species_height,old,2,3878
rosalia,RCP85,alpha,low,no,9,species_height,old,2,3879
rosalia,RCP85,alpha,low,no,10,species_height,old,2,3880
rosalia,RCP85,beta,high_future,future,1,species_height,young,2,3881
rosalia,RCP85,beta,high_future,future,2,species_height,young,2,3882
rosalia,RCP85,beta,high_future,future,3,species_height,young,2,3883
rosalia,RCP85,beta,high_future,future,4,species_height,young,2,3884
rosalia,RCP85,beta,high_future,future,5,species_height,young,2,3885
rosalia,RCP85,beta,high_future,future,6,species_height,young,2,3886
rosalia,RCP85,beta,high_future,future,7,species_height,young,2,3887
rosalia,RCP85,beta,high_future,future,8,species_height,young,2,3888
rosalia,RCP85,beta,high_future,future,9,species_height,young,2,3889
